GDAY_DS,T_ID,P_ID,TB_SC,INN2,PA-AB,H1,H2,H3,HR,SB_SR,WP,ER,ERA,BABIP,KK9,BB9
20160402,NC,65931,B,15,3,5,2,0,0,1.0,0,3,5.4,0.35,3.6,5.4
20160402,NC,65933,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160402,HT,66643,T,21,2,5,1,0,0,1.0,0,1,1.2857142857142858,0.2608695652173913,3.8571428571428568,2.571428571428571
20160402,NC,66928,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160402,HT,75668,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
20160402,NC,78243,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160402,KT,60264,T,8,2,4,0,0,1,1.0,0,3,10.125,0.4,3.375,6.75
20160402,KT,65056,T,7,2,0,1,0,0,0.0,0,0,0.0,0.16666666666666666,3.8571428571428568,7.7142857142857135
20160402,KT,65062,T,6,0,1,0,0,0,1.0,0,0,0.0,0.25,13.5,0.0
20160402,KT,65067,T,6,1,2,0,0,0,0.0,0,0,0.0,0.2857142857142857,4.5,4.5
20160402,SK,65856,B,18,2,7,0,0,0,0.0,0,2,3.0,0.3181818181818182,3.0,3.0
20160402,SK,71845,B,5,2,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,5.4,10.8
20160402,SK,75138,B,1,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,27.0
20160402,SK,75250,B,6,1,0,0,0,0,0.0,1,0,0.0,0.0,0.0,4.5
20160402,KT,77318,T,1,2,0,1,0,0,0.0,1,1,27.0,0.3333333333333333,0.0,54.0
20160402,LT,63935,T,6,0,3,0,0,0,0.0,0,0,0.0,0.42857142857142855,9.0,0.0
20160402,WO,65343,B,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160402,LT,65546,T,17,4,6,0,0,0,0.5,0,4,6.352941176470588,0.375,6.352941176470588,6.352941176470588
20160402,WO,66323,B,15,4,1,1,0,0,1.0,0,1,1.8,0.16666666666666666,9.0,7.2
20160402,LT,71801,T,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,27.0
20160402,WO,72749,B,3,0,0,1,0,0,0.0,0,0,0.0,1.0,18.0,0.0
20160402,WO,75342,B,3,1,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,9.0
20160402,WO,76350,B,3,0,2,1,0,0,0.0,0,2,18.0,0.5,0.0,0.0
20160402,OB,61295,T,2,1,0,0,0,1,0.0,0,2,27.0,0.0,0.0,13.5
20160402,SS,61365,B,5,0,0,1,0,0,0.0,0,0,0.0,0.16666666666666666,0.0,0.0
20160402,SS,61411,B,5,1,0,1,0,0,0.0,0,1,5.3999999999999995,0.25,10.8,5.4
20160402,OB,63248,T,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
20160402,SS,66402,B,15,3,2,3,0,1,1.0,0,4,7.2,0.3125,5.4,5.4
20160402,OB,73241,T,5,0,0,0,0,0,1.0,0,0,0.0,0.0,16.2,0.0
20160402,SS,74630,B,1,0,1,0,0,0,0.0,0,0,0.0,1.0,27.0,0.0
20160402,OB,77263,T,1,1,0,1,1,0,0.0,0,3,81.0,0.6666666666666666,0.0,27.0
20160402,SS,77927,B,1,0,2,1,0,0,0.0,0,1,27.0,0.75,0.0,0.0
20160402,OB,79229,T,16,3,9,2,0,1,0.0,0,5,8.4375,0.55,6.75,1.6875
20160403,SK,60841,B,18,6,0,1,0,0,0.0,0,2,3.0,0.09090909090909091,12.0,9.0
20160403,SK,64893,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
20160403,KT,65062,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160403,KT,65067,T,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160403,KT,66032,T,20,3,4,1,0,0,0.5,0,2,2.6999999999999997,0.25,4.05,2.7
20160403,SK,73248,B,1,0,0,1,0,0,0.0,0,1,27.0,0.5,0.0,0.0
20160403,SK,75138,B,1,0,1,0,0,1,0.0,0,2,54.0,0.5,0.0,0.0
20160403,KT,75149,T,3,0,2,0,0,0,0.0,0,1,9.0,0.4,0.0,0.0
20160403,SK,75250,B,3,1,2,0,0,0,0.0,0,0,0.0,0.5,0.0,9.0
20160403,KT,77318,T,1,2,0,1,0,0,0.0,0,1,27.0,0.5,0.0,54.0
20160403,WO,60342,B,2,0,2,0,0,0,0.0,0,1,13.5,0.5,0.0,0.0
20160403,WO,65343,B,3,1,1,0,0,0,0.0,0,1,9.0,0.25,0.0,9.0
20160403,WO,65348,B,15,1,5,0,0,0,0.0,0,0,0.0,0.29411764705882354,5.4,1.8
20160403,LT,70615,T,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160403,LT,72551,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160403,LT,72862,T,4,3,1,1,0,0,1.0,0,1,6.75,0.6666666666666666,13.5,13.5
20160403,LT,73226,T,4,1,2,0,0,0,0.0,0,0,0.0,0.4,6.75,6.75
20160403,WO,74359,B,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0.0
20160403,WO,76350,B,4,0,1,0,1,0,0.0,0,1,6.75,0.4,6.75,0.0
20160403,WO,76430,B,3,3,1,0,0,0,0.0,0,1,9.0,0.3333333333333333,9.0,18.0
20160403,LT,77591,T,14,2,6,1,0,0,1.0,1,5,9.642857142857142,0.4375,7.7142857142857135,3.8571428571428568
20160405,LG,60181,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,HT,60636,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160405,LG,63111,T,18,3,4,1,0,1,0.0,1,2,3.0,0.4166666666666667,13.5,4.5
20160405,HT,75620,B,18,1,5,0,0,0,0.0,0,1,1.5,0.29411764705882354,9.0,1.5
20160405,HT,75668,B,3,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160405,LG,76650,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
20160405,HT,97336,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
20160405,NC,61323,T,7,5,3,0,1,0,1.0,0,6,23.142857142857142,0.4,0.0,19.285714285714285
20160405,OB,63248,B,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
20160405,NC,65933,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160405,NC,66928,T,4,2,0,1,0,0,0.0,0,0,0.0,0.5,13.5,13.5
20160405,OB,73241,B,5,0,0,0,0,0,0.0,0,0,0.0,0.0,10.8,0.0
20160405,OB,74513,B,18,6,4,0,0,0,0.0,0,2,3.0,0.2857142857142857,10.5,9.0
20160405,NC,75867,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160405,OB,77263,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,NC,78243,T,7,4,0,0,0,0,0.0,0,0,0.0,0.0,3.8571428571428568,15.428571428571427
20160405,SK,63810,T,21,2,4,0,0,0,0.0,1,2,2.5714285714285716,0.2,9.0,2.571428571428571
20160405,LT,64021,B,19,2,0,2,0,0,0.0,0,0,0.0,0.15384615384615385,9.947368421052632,2.8421052631578947
20160405,LT,70615,B,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,LT,71801,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160405,SK,71845,T,2,2,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
20160405,LT,72535,B,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,LT,72862,B,0,1,2,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0
20160405,LT,73226,B,1,0,0,0,0,0,1.0,0,0,0.0,0.0,27.0,0.0
20160405,SK,75250,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,LT,75321,B,4,1,0,0,0,0,0.0,0,0,0.0,0.0,20.25,6.75
20160405,KT,64001,B,3,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18.0
20160405,SS,66440,T,8,8,4,1,0,0,0.0,0,5,16.875,0.4166666666666667,3.375,20.25
20160405,KT,67845,B,15,3,4,1,0,0,0.0,0,0,0.0,0.2777777777777778,5.4,5.4
20160405,SS,77446,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160405,SS,77927,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
20160405,KT,79191,B,6,1,2,0,0,0,0.0,0,0,0.0,0.4,9.0,4.5
20160405,SS,79440,T,10,2,1,3,0,1,1.0,1,3,8.1,0.4,10.8,5.4
20160405,KT,99563,B,3,1,2,1,0,0,0.0,1,2,18.0,0.6,9.0,9.0
20160405,WO,60339,T,4,1,1,0,0,0,0.0,0,0,0.0,0.2,0.0,6.75
20160405,WO,60342,T,3,1,0,1,0,0,0.0,1,0,0.0,0.25,0.0,9.0
20160405,HH,66748,B,14,6,5,0,0,1,1.0,3,3,5.785714285714286,0.35714285714285715,9.642857142857142,11.571428571428571
20160405,HH,72447,B,4,1,0,0,0,0,0.0,0,0,0.0,0.0,6.75,6.75
20160405,HH,74857,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160405,WO,75342,T,1,1,4,0,0,0,1.0,0,2,54.0,0.8,0.0,27.0
20160405,WO,75750,T,16,3,4,3,0,0,0.0,0,6,10.125,0.3333333333333333,1.6875,3.375
20160405,HH,79764,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160405,HH,99737,B,4,1,1,0,0,0,0.0,0,0,0.0,1.0,20.25,6.75
20160406,NC,62929,T,17,2,3,0,0,1,0.0,0,2,3.176470588235294,0.2,7.9411764705882355,3.176470588235294
20160406,NC,62966,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160406,NC,63959,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160406,OB,66226,B,24,1,2,0,0,0,0.0,0,0,0.0,0.13333333333333333,11.25,1.125
20160406,OB,76329,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160406,NC,78352,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160406,LT,63935,B,9,4,1,0,0,0,0.0,0,0,0.0,0.1111111111111111,3.0,12.0
20160406,SK,64893,T,2,1,2,1,0,0,1.0,0,2,27.0,0.75,0.0,13.5
20160406,SK,72523,T,6,0,4,1,0,1,0.0,0,5,22.5,0.5,9.0,0.0
20160406,LT,72535,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160406,LT,72551,B,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160406,SK,74838,T,7,3,2,1,0,2,0.0,0,4,15.428571428571427,0.375,0.0,7.7142857142857135
20160406,LT,79349,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160406,SS,61365,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160406,KT,65058,B,12,4,6,1,0,0,1.0,1,3,6.75,0.3684210526315789,2.25,6.75
20160406,KT,65067,B,3,1,2,1,1,0,1.0,0,4,36.0,0.5714285714285714,0.0,9.0
20160406,SS,72463,T,3,0,1,0,0,0,0.0,1,0,0.0,0.5,18.0,0.0
20160406,SS,74454,T,18,1,1,2,0,1,0.0,0,4,6.0,0.15,4.5,1.5
20160406,KT,79191,B,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160406,SS,79791,T,1,1,0,0,0,1,0.0,0,1,27.0,0.0,0.0,27.0
20160406,SS,99445,T,3,0,0,0,0,1,0.0,0,1,9.0,0.0,9.0,0.0
20160406,KT,99563,B,9,1,2,0,0,0,0.0,0,0,0.0,0.2222222222222222,3.0,3.0
20160406,HH,60757,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
20160406,WO,62937,T,21,1,4,3,0,1,1.0,1,3,3.857142857142857,0.35,6.428571428571428,0.0
20160406,HH,63791,B,6,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160406,WO,65343,T,3,0,1,0,0,1,0.0,0,1,9.0,0.25,0.0,0.0
20160406,HH,66741,B,5,4,1,1,0,0,0.0,0,1,5.3999999999999995,0.4,5.4,21.6
20160406,HH,74731,B,1,2,0,0,0,0,0.0,1,2,54.0,0.0,0.0,54.0
20160406,WO,76350,T,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160406,HH,78760,B,2,0,0,1,0,0,0.0,0,0,0.0,0.5,13.5,0.0
20160406,HH,79764,B,8,1,1,0,0,0,0.0,0,2,6.75,0.2,13.5,3.375
20160406,HH,99737,B,1,1,2,0,0,0,0.0,1,1,27.0,1.0,27.0,27.0
20160407,LG,60146,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160407,HT,60636,B,3,0,2,0,0,0,0.0,0,1,9.0,0.4,0.0,0.0
20160407,LG,61891,T,4,2,0,1,0,0,0.0,1,1,6.75,0.3333333333333333,13.5,13.5
20160407,LG,62146,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160407,HT,62648,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160407,LG,62698,T,15,0,3,4,0,0,1.0,0,3,5.4,0.3684210526315789,3.6,0.0
20160407,HT,66628,B,16,3,5,1,0,1,1.0,0,5,8.4375,0.375,10.125,5.0625
20160407,HT,70142,B,3,1,0,0,0,1,0.0,0,2,18.0,0.0,9.0,9.0
20160407,LG,70839,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
20160407,LG,71118,T,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
20160407,HT,76610,B,2,1,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,13.5
20160407,OB,61214,B,6,0,1,0,0,0,0.0,0,0,0.0,0.14285714285714285,0.0,0.0
20160407,NC,63938,T,18,3,7,0,0,0,0.0,0,1,1.5,0.3888888888888889,9.0,4.5
20160407,NC,65933,T,3,1,1,1,0,0,0.0,0,1,9.0,0.5,9.0,9.0
20160407,NC,66928,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160407,OB,73211,B,8,2,7,2,0,0,0.0,0,6,20.25,0.6,6.75,6.75
20160407,NC,75867,T,3,0,1,0,0,0,0.0,1,0,0.0,0.5,18.0,0.0
20160407,OB,79293,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160407,OB,79535,B,10,0,4,0,1,0,0.0,0,2,5.3999999999999995,0.4166666666666667,5.4,0.0
20160407,SK,62056,T,3,0,0,0,0,1,0.0,0,1,9.0,0.0,0.0,0.0
20160407,LT,64596,B,6,2,1,0,0,0,0.0,1,1,4.5,0.14285714285714285,0.0,4.5
20160407,LT,65543,B,16,3,6,1,0,3,0.6666666666666666,0,7,11.8125,0.3684210526315789,5.0625,3.375
20160407,LT,72551,B,5,1,1,0,0,0,0.0,0,0,0.0,0.25,10.8,5.4
20160407,SK,73248,T,2,1,1,0,0,0,0.0,1,1,13.5,0.3333333333333333,0.0,0.0
20160407,SK,76858,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160407,SK,77829,T,21,1,2,1,0,0,0.0,0,1,1.2857142857142858,0.1875,10.285714285714285,1.2857142857142856
20160407,SS,61411,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
20160407,KT,64001,B,2,1,2,0,0,0,0.0,0,0,0.0,0.5,0.0,13.5
20160407,KT,64017,B,3,1,0,1,0,0,0.0,0,1,9.0,0.3333333333333333,0.0,0.0
20160407,KT,65056,B,13,2,4,1,0,1,1.0,0,2,4.153846153846154,0.3125,4.153846153846154,4.153846153846154
20160407,KT,65060,B,6,1,0,0,0,0,1.0,0,0,0.0,0.0,4.5,4.5
20160407,SS,72463,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
20160407,KT,75149,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160407,SS,76455,T,21,3,2,1,0,0,0.0,1,1,1.2857142857142858,0.17647058823529413,10.285714285714285,3.8571428571428568
20160407,HH,60757,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160407,HH,63791,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160407,WO,65331,T,18,0,6,0,0,0,0.0,0,0,0.0,0.2857142857142857,4.5,0.0
20160407,HH,71260,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160407,HH,72447,B,2,1,1,1,0,0,0.0,0,2,27.0,0.5,0.0,13.5
20160407,WO,72749,T,1,0,0,1,0,2,0.0,0,3,81.0,1.0,27.0,0.0
20160407,HH,73801,B,16,3,2,0,1,2,1.0,1,5,8.4375,0.17647058823529413,3.375,5.0625
20160407,WO,75342,T,2,1,2,0,0,0,0.0,0,0,0.0,1.0,27.0,13.5
20160407,WO,76430,T,6,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,18.0,0.0
20160407,HH,78760,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160408,HH,60757,T,3,0,1,1,0,0,1.0,1,0,0.0,0.4,0.0,0.0
20160408,NC,62966,B,0,1,0,1,0,0,0.0,0,2,0.0,1.0,0.0,0.0
20160408,HH,63791,T,1,0,2,0,0,0,0.0,0,1,27.0,1.0,0.0,0.0
20160408,NC,63959,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160408,HH,65764,T,11,4,2,1,0,1,1.0,1,3,7.363636363636364,0.3,9.818181818181818,9.818181818181818
20160408,NC,65931,B,21,5,2,1,0,1,0.0,0,2,2.5714285714285716,0.1875,7.7142857142857135,6.428571428571428
20160408,HH,71260,T,2,1,0,0,0,0,1.0,0,0,0.0,0.0,0.0,13.5
20160408,NC,75867,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160408,NC,78352,B,2,2,0,0,0,0,0.0,1,0,0.0,0.0,40.5,27.0
20160408,HH,78760,T,2,1,1,0,0,0,0.0,0,1,13.5,0.5,0.0,0.0
20160408,HH,79764,T,2,1,0,0,0,0,0.0,1,0,0.0,0.0,27.0,13.5
20160408,HH,99737,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160408,HT,61643,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160408,KT,66049,B,21,3,3,0,0,0,1.0,0,0,0.0,0.16666666666666666,6.428571428571428,3.8571428571428568
20160408,KT,77318,B,6,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,4.5
20160408,HT,77637,T,21,2,6,2,0,0,1.0,0,2,2.5714285714285716,0.3076923076923077,2.571428571428571,1.2857142857142856
20160408,LG,60146,T,5,1,1,0,0,0,0.0,0,0,0.0,0.2,5.4,5.4
20160408,LG,61891,T,1,1,1,0,0,0,0.0,0,0,0.0,1.0,27.0,27.0
20160408,LG,62146,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160408,SK,65856,B,24,2,3,0,0,1,0.0,0,2,2.25,0.13636363636363635,4.5,2.25
20160408,LG,73117,T,20,2,6,0,0,0,0.0,1,1,1.3499999999999999,0.24,1.35,1.35
20160408,SK,75250,B,2,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13.5
20160408,LG,76650,T,1,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,27.0
20160408,SK,76858,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160408,SS,61365,T,2,0,1,1,0,0,0.0,0,0,0.0,0.6666666666666666,0.0,0.0
20160408,LT,65546,B,18,4,4,1,0,1,0.0,0,1,1.5,0.3125,10.5,4.5
20160408,SS,66402,T,21,2,4,1,0,1,1.0,0,2,2.5714285714285716,0.3125,10.285714285714285,2.571428571428571
20160408,LT,70615,B,2,2,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
20160408,LT,72535,B,1,0,0,0,0,1,0.0,0,1,27.0,0.0,0.0,0.0
20160408,LT,72551,B,3,0,1,0,0,1,0.0,0,1,9.0,0.3333333333333333,0.0,0.0
20160408,LT,73226,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
20160408,SS,74630,T,1,0,1,0,0,0,0.0,0,1,27.0,1.0,27.0,0.0
20160408,SS,77927,T,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160408,WO,60339,T,3,2,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,9.0
20160408,WO,60342,T,3,3,2,0,0,0,1.0,0,2,18.0,0.6666666666666666,18.0,27.0
20160408,OB,61240,B,19,2,4,0,0,1,0.6666666666666666,2,2,2.8421052631578947,0.4,15.631578947368421,2.8421052631578947
