GDAY_DS,T_ID,P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial,BABIP
20160401,SK,75151,B,0,4,0,0,0,0,1,0.0,0,0.0
20160401,SK,75847,B,0,4,0,0,0,0,2,0.0,0,0.0
20160401,SK,76802,B,0,4,1,1,2,0,0,0.5,0,0.5
20160401,SK,76812,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160401,SK,76849,B,0,4,1,0,3,0,0,0.75,0,0.75
20160401,KT,77609,T,0,4,1,2,1,0,1,0.25,0,0.0
20160401,KT,78517,T,0,1,0,0,1,0,0,1.0,0,1.0
20160401,KT,78753,T,0,3,1,0,2,0,0,0.6666666666666666,1,0.6666666666666666
20160401,KT,78892,T,0,5,1,2,1,0,3,0.2,0,0.0
20160401,KT,99810,T,1,4,2,0,1,0,1,0.25,1,0.3333333333333333
20160401,LT,60523,T,0,5,0,0,3,0,1,0.6,1,0.75
20160401,LT,60558,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160401,WO,61353,B,0,1,0,0,0,0,0,0.0,0,0.0
20160401,WO,61366,B,0,1,0,0,1,0,0,1.0,0,1.0
20160401,WO,62353,B,0,0,0,0,0,0,0,0.0,1,0.0
20160401,WO,64300,B,0,4,0,0,0,0,1,0.0,0,0.0
20160401,WO,64346,B,1,1,0,0,0,0,0,0.0,0,0.0
20160401,LT,65523,T,0,4,0,1,1,0,1,0.25,0,0.3333333333333333
20160401,WO,66306,B,0,4,0,0,0,0,1,0.0,0,0.0
20160401,LT,71552,T,0,4,0,0,2,0,1,0.5,0,0.6666666666666666
20160401,LT,71562,T,0,1,0,0,0,0,0,0.0,0,0.0
20160401,LT,71565,T,0,4,0,0,0,0,1,0.0,0,0.0
20160401,LT,72546,T,0,0,0,0,0,0,0,0.0,0,0.0
20160401,WO,73342,B,1,3,0,1,0,1,0,0.0,0,0.0
20160401,WO,74215,B,1,3,0,0,2,0,1,0.6666666666666666,0,1.0
20160401,LT,74540,T,1,3,1,0,2,0,0,0.6666666666666666,0,0.6666666666666666
20160401,LT,76313,T,0,5,0,0,0,0,0,0.0,0,0.0
20160401,WO,76368,B,0,0,0,0,0,0,0,0.0,0,0.0
20160401,LT,76536,T,0,3,0,0,0,0,0,0.0,0,0.0
20160401,WO,77463,B,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160401,LT,77532,T,1,4,1,0,2,0,1,0.5,0,0.6666666666666666
20160401,WO,77564,B,1,3,0,0,0,0,0,0.0,1,0.0
20160401,WO,78168,B,0,4,1,0,1,0,0,0.25,0,0.25
20160401,WO,79334,B,0,0,0,0,0,0,0,0.0,0,0.0
20160401,WO,79365,B,1,3,0,0,1,0,2,0.3333333333333333,0,1.0
20160401,SS,60456,B,0,2,0,0,0,0,1,0.0,0,0.0
20160401,SS,62404,B,0,4,0,0,1,0,0,0.25,1,0.25
20160401,SS,62415,B,1,3,0,0,1,0,0,0.3333333333333333,1,0.3333333333333333
20160401,OB,63260,T,0,1,0,0,0,0,1,0.0,0,0.0
20160401,SS,64493,B,0,0,0,0,0,0,0,0.0,0,0.0
20160401,OB,66209,T,0,0,0,0,0,0,0,0.0,0,0.0
20160401,OB,66244,T,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160401,SS,66452,B,0,4,1,0,2,0,0,0.5,0,0.5
20160401,SS,71432,B,0,3,0,0,0,0,1,0.0,0,0.0
20160401,SS,72443,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160401,SS,72466,B,1,1,0,0,0,0,1,0.0,0,0.0
20160401,OB,74206,T,1,3,0,0,1,1,0,0.3333333333333333,1,0.3333333333333333
20160401,OB,75334,T,0,0,0,0,0,0,0,0.0,0,0.0
20160401,OB,76232,T,1,3,1,2,2,0,0,0.6666666666666666,0,0.5
20160401,OB,76249,T,1,3,1,1,1,0,0,0.3333333333333333,0,0.0
20160401,OB,76267,T,2,1,0,1,0,1,0,0.0,0,0.0
20160401,OB,77248,T,0,4,1,0,2,0,0,0.5,1,0.5
20160401,OB,79215,T,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160401,OB,79231,T,1,3,0,0,0,0,0,0.0,1,0.0
20160401,OB,79240,T,0,5,0,0,0,0,0,0.0,0,0.0
20160401,SS,79402,B,0,3,0,0,1,0,2,0.3333333333333333,0,1.0
20160401,SS,79456,B,0,4,0,0,1,0,0,0.25,0,0.25
20160401,SS,79465,B,0,1,0,0,0,0,0,0.0,0,0.0
20160401,SS,95436,B,1,3,0,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160402,HH,60404,T,0,2,0,0,0,0,0,0.0,0,0.0
20160402,LG,61102,B,1,2,1,0,1,0,0,0.5,0,0.5
20160402,LG,61186,B,0,4,0,0,2,0,1,0.5,1,0.6666666666666666
20160402,HH,61700,T,0,3,1,0,1,0,1,0.3333333333333333,0,0.5
20160402,LG,62164,B,0,1,0,0,0,0,1,0.0,0,0.0
20160402,HH,62700,T,0,1,1,2,1,0,0,1.0,0,1.0
20160402,LG,63077,B,0,1,0,0,0,0,0,0.0,0,0.0
20160402,LG,63123,B,0,3,1,0,1,0,1,0.3333333333333333,0,0.5
20160402,HH,64086,T,1,4,0,2,3,1,1,0.75,0,1.0
20160402,LG,64153,B,0,3,0,0,0,0,1,0.0,0,0.0
20160402,LG,65103,B,0,5,1,1,1,0,2,0.2,0,0.0
20160402,LG,65115,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,HH,66740,T,1,4,2,1,1,0,1,0.25,0,0.3333333333333333
20160402,HH,71347,T,1,5,0,0,0,1,1,0.0,0,0.0
20160402,HH,71610,T,0,2,0,0,1,0,1,0.5,0,1.0
20160402,HH,71752,T,2,4,1,0,1,0,0,0.25,0,0.25
20160402,LG,71842,B,0,2,0,0,0,0,0,0.0,0,0.0
20160402,LG,72133,B,2,4,3,2,2,0,1,0.5,1,0.6666666666666666
20160402,HH,73136,T,1,5,1,0,0,0,1,0.0,0,0.0
20160402,HH,73602,T,0,1,0,0,0,0,0,0.0,0,0.0
20160402,HH,74729,T,1,1,1,1,1,0,0,1.0,0,1.0
20160402,LG,74823,B,1,5,1,0,0,0,1,0.0,0,0.0
20160402,HH,75808,T,0,6,0,1,4,0,0,0.6666666666666666,1,0.6666666666666666
20160402,LG,76100,B,2,4,0,3,2,0,0,0.5,0,0.5
20160402,LG,79150,B,2,4,1,1,2,0,1,0.5,1,0.6666666666666666
20160402,LG,79192,B,0,1,0,1,1,0,0,1.0,0,1.0
20160402,LG,79198,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,HH,95158,T,0,1,0,0,0,0,0,0.0,0,0.0
20160402,HH,98144,T,0,4,0,0,0,0,3,0.0,0,0.0
20160402,LG,99606,B,1,1,0,0,0,0,0,0.0,0,0.0
20160402,HT,61743,T,0,3,0,0,0,0,0,0.0,0,0.0
20160402,HT,62668,T,1,0,0,0,0,1,0,0.0,0,0.0
20160402,NC,62907,B,0,4,1,0,1,0,0,0.25,0,0.25
20160402,NC,62947,B,0,4,0,0,1,0,3,0.25,0,1.0
20160402,HT,63634,T,0,1,0,0,0,0,1,0.0,0,0.0
20160402,HT,63636,T,0,0,0,0,0,0,0,0.0,1,0.0
20160402,HT,64646,T,0,0,0,0,0,0,0,0.0,0,0.0
20160402,HT,64699,T,0,4,0,2,2,0,0,0.5,0,0.5
20160402,NC,64906,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,NC,64914,B,2,2,1,0,0,0,0,0.0,0,0.0
20160402,HT,65653,T,0,2,0,0,0,0,1,0.0,0,0.0
20160402,NC,66968,B,0,0,0,0,0,0,0,0.0,1,0.0
20160402,HT,70410,T,0,5,2,0,2,0,1,0.4,0,0.5
20160402,HT,70756,T,0,4,1,2,2,0,0,0.5,0,0.3333333333333333
20160402,HT,71184,T,0,0,0,0,0,0,0,0.0,0,0.0
20160402,HT,71207,T,1,4,1,0,0,0,2,0.0,0,0.0
20160402,HT,72303,T,0,3,0,0,0,0,1,0.0,0,0.0
20160402,NC,73213,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160402,NC,73306,B,0,1,0,0,0,0,0,0.0,0,0.0
20160402,NC,73339,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160402,NC,74223,B,0,1,0,0,0,0,0,0.0,0,0.0
20160402,NC,74465,B,1,3,1,3,1,0,0,0.3333333333333333,0,0.0
20160402,HT,74605,T,1,2,0,0,1,0,0,0.5,0,0.5
20160402,NC,75441,B,0,1,0,0,0,0,1,0.0,0,0.0
20160402,NC,77454,B,0,4,0,0,2,0,0,0.5,0,0.5
20160402,NC,78122,B,0,2,0,0,0,0,0,0.0,0,0.0
20160402,HT,78629,T,2,2,0,0,1,0,1,0.5,1,1.0
20160402,HT,78643,T,1,3,0,0,0,0,1,0.0,0,0.0
20160402,NC,94629,B,0,4,0,0,0,0,0,0.0,0,0.0
20160402,KT,64004,T,0,0,0,0,0,0,0,0.0,0,0.0
20160402,KT,64166,T,0,0,0,0,0,0,0,0.0,1,0.0
20160402,KT,65005,T,1,0,0,0,0,0,0,0.0,0,0.0
20160402,SK,66805,B,0,5,0,0,0,0,2,0.0,0,0.0
20160402,KT,70553,T,0,4,1,0,1,0,0,0.25,0,0.25
20160402,KT,70646,T,0,5,1,0,1,0,1,0.2,0,0.25
20160402,SK,71837,B,1,4,0,0,2,0,1,0.5,1,0.6666666666666666
20160402,SK,71857,B,1,2,0,1,0,0,1,0.0,0,0.0
20160402,KT,73113,T,1,3,0,1,2,0,0,0.6666666666666666,0,0.6666666666666666
20160402,KT,73153,T,4,1,0,0,0,1,0,0.0,0,0.0
20160402,KT,74339,T,0,5,1,0,1,0,0,0.2,0,0.2
20160402,SK,74846,B,0,5,0,1,1,0,0,0.2,0,0.2
20160402,SK,75151,B,1,4,1,2,2,0,0,0.5,0,0.3333333333333333
20160402,SK,75847,B,2,3,2,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160402,SK,76158,B,0,2,0,0,0,0,1,0.0,0,0.0
20160402,SK,76802,B,0,4,0,0,1,0,0,0.25,0,0.25
20160402,SK,76812,B,1,4,0,0,2,0,1,0.5,0,0.6666666666666666
20160402,SK,76849,B,1,4,0,0,1,0,0,0.25,1,0.25
20160402,SK,76869,B,0,0,1,0,0,0,0,0.0,0,0.0
20160402,KT,77462,T,0,1,0,0,0,0,0,0.0,0,0.0
20160402,KT,77609,T,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160402,KT,78517,T,0,3,0,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160402,KT,78892,T,0,4,0,1,1,0,0,0.25,1,0.25
20160402,KT,99810,T,0,5,0,0,0,0,1,0.0,0,0.0
20160402,LT,60523,T,1,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160402,LT,60558,T,0,4,1,0,2,0,1,0.5,1,0.6666666666666666
20160402,WO,61353,B,0,1,0,0,0,0,1,0.0,0,0.0
20160402,WO,62353,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,WO,64300,B,0,4,0,0,0,0,0,0.0,0,0.0
20160402,WO,64346,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,LT,65506,T,0,0,1,0,0,0,0,0.0,0,0.0
20160402,LT,65523,T,1,4,1,0,0,0,2,0.0,0,0.0
20160402,WO,66306,B,0,4,1,1,1,0,1,0.25,0,0.3333333333333333
20160402,LT,71552,T,1,3,0,0,0,0,1,0.0,0,0.0
20160402,LT,71562,T,1,3,0,0,0,0,1,0.0,1,0.0
20160402,LT,71565,T,1,1,0,0,0,0,0,0.0,0,0.0
20160402,WO,73342,B,1,3,2,0,2,0,0,0.6666666666666666,0,0.6666666666666666
20160402,WO,74215,B,0,4,0,0,1,0,0,0.25,0,0.25
20160402,LT,74540,T,0,4,0,0,0,0,2,0.0,0,0.0
20160402,LT,76313,T,0,4,0,1,3,0,0,0.75,1,0.75
20160402,WO,76368,B,0,2,0,0,1,0,0,0.5,1,0.5
20160402,WO,77463,B,1,3,0,1,1,0,2,0.3333333333333333,0,1.0
20160402,LT,77532,T,0,5,0,2,1,0,1,0.2,0,0.25
20160402,WO,77564,B,1,3,1,1,2,0,0,0.6666666666666666,1,0.6666666666666666
20160402,WO,78168,B,1,3,1,0,0,0,1,0.0,0,0.0
20160402,LT,79356,T,0,2,0,0,1,0,0,0.5,0,0.5
20160402,WO,79365,B,1,3,0,2,1,0,1,0.3333333333333333,0,0.5
20160402,SS,60456,B,0,4,0,1,2,0,0,0.5,0,0.5
20160402,OB,61204,T,0,0,0,0,0,0,0,0.0,0,0.0
20160402,OB,62244,T,0,1,0,0,0,0,1,0.0,0,0.0
20160402,SS,62404,B,0,5,1,2,3,0,0,0.6,1,0.6
20160402,SS,62415,B,1,4,0,1,2,1,1,0.5,1,0.6666666666666666
20160402,SS,63440,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,SS,64493,B,0,0,0,0,0,0,0,0.0,0,0.0
20160402,SS,64499,B,0,0,1,0,0,0,0,0.0,0,0.0
20160402,OB,66244,T,1,4,0,0,2,0,0,0.5,0,0.5
20160402,SS,66452,B,1,4,1,1,1,0,1,0.25,0,0.3333333333333333
20160402,SS,71432,B,0,4,0,1,2,0,1,0.5,0,0.6666666666666666
20160402,SS,72443,B,0,5,2,2,2,0,2,0.4,0,0.5
20160402,OB,74206,T,1,3,0,1,0,0,0,0.0,0,0.0
20160402,OB,76232,T,0,5,1,2,2,0,0,0.4,0,0.4
20160402,OB,76249,T,2,3,3,2,3,0,0,1.0,0,1.0
20160402,OB,76267,T,0,4,1,0,3,0,0,0.75,0,0.75
20160402,OB,77248,T,0,4,0,1,1,0,2,0.25,0,0.5
20160402,SS,78467,B,0,0,1,0,0,0,0,0.0,0,0.0
20160402,OB,79215,T,0,4,0,0,0,0,0,0.0,0,0.0
20160402,OB,79231,T,0,5,1,0,0,0,2,0.0,1,0.0
20160402,OB,79240,T,0,5,0,0,1,0,1,0.2,0,0.25
20160402,SS,79402,B,1,3,1,1,1,1,2,0.3333333333333333,0,1.0
20160402,SS,79456,B,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160402,SS,95436,B,1,4,2,1,2,0,0,0.5,0,0.3333333333333333
20160403,SK,62864,B,0,1,0,0,1,0,0,1.0,0,1.0
20160403,KT,64004,T,1,1,1,0,0,0,1,0.0,0,0.0
20160403,KT,64006,T,0,0,0,0,0,0,0,0.0,0,0.0
20160403,KT,64007,T,0,4,0,0,0,0,2,0.0,0,0.0
20160403,KT,64166,T,0,0,0,0,0,0,0,0.0,0,0.0
20160403,KT,65005,T,0,1,0,0,0,0,0,0.0,0,0.0
20160403,SK,66805,B,0,5,1,0,1,0,0,0.2,0,0.2
20160403,KT,70553,T,0,4,0,0,0,0,1,0.0,0,0.0
20160403,SK,71837,B,1,3,1,0,0,0,1,0.0,0,0.0
20160403,SK,71848,B,0,0,0,0,0,0,0,0.0,0,0.0
20160403,SK,71857,B,0,2,0,0,0,0,0,0.0,0,0.0
20160403,SK,72860,B,0,1,0,0,0,0,0,0.0,0,0.0
20160403,KT,73113,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160403,KT,73153,T,3,2,0,0,0,0,0,0.0,1,0.0
20160403,SK,74846,B,1,3,0,1,0,0,0,0.0,0,0.0
20160403,SK,75151,B,1,3,0,1,2,0,1,0.6666666666666666,0,1.0
20160403,SK,75847,B,2,2,0,1,1,1,0,0.5,0,0.3333333333333333
20160403,SK,76802,B,0,4,2,1,2,0,0,0.5,0,0.5
20160403,SK,76812,B,0,4,0,0,1,0,0,0.25,1,0.25
20160403,SK,76849,B,1,4,0,0,0,0,2,0.0,1,0.0
20160403,SK,76869,B,0,0,0,0,0,0,0,0.0,0,0.0
20160403,KT,77462,T,0,2,0,0,0,0,1,0.0,0,0.0
20160403,KT,77609,T,0,4,1,2,2,0,0,0.5,0,0.5
20160403,KT,78517,T,0,5,1,0,2,0,2,0.4,0,0.6666666666666666
20160403,KT,78892,T,1,3,1,0,0,0,1,0.0,0,0.0
20160403,KT,99810,T,2,3,1,3,2,0,0,0.6666666666666666,0,0.5
20160403,LT,60523,T,0,5,0,0,1,0,1,0.2,0,0.25
20160403,LT,60558,T,0,5,0,0,2,0,0,0.4,0,0.4
20160403,WO,61353,B,0,3,0,1,1,0,2,0.3333333333333333,0,1.0
20160403,WO,61366,B,0,1,0,0,0,0,1,0.0,0,0.0
20160403,WO,64300,B,0,4,1,1,1,0,1,0.25,0,0.3333333333333333
20160403,WO,64346,B,0,0,0,0,0,0,0,0.0,0,0.0
20160403,LT,65523,T,0,5,1,2,1,0,1,0.2,0,0.25
20160403,WO,66306,B,2,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160403,LT,71552,T,1,4,1,0,0,0,2,0.0,0,0.0
20160403,LT,71562,T,1,3,0,1,3,1,0,1.0,0,0.75
20160403,LT,71565,T,0,2,0,0,0,0,0,0.0,0,0.0
20160403,LT,72546,T,0,0,0,0,0,0,0,0.0,0,0.0
20160403,WO,73342,B,1,4,0,0,0,0,1,0.0,0,0.0
20160403,WO,74215,B,0,5,1,1,2,0,0,0.4,0,0.4
20160403,LT,74540,T,2,3,1,1,3,0,0,1.0,0,1.0
20160403,LT,76313,T,0,5,1,0,1,0,0,0.2,0,0.2
20160403,WO,76368,B,0,1,0,0,0,0,0,0.0,0,0.0
20160403,WO,77463,B,2,2,1,0,0,0,2,0.0,0,0.0
20160403,LT,77532,T,1,4,1,1,1,0,1,0.25,0,0.3333333333333333
20160403,WO,77564,B,1,4,0,0,1,0,0,0.25,0,0.25
20160403,WO,78168,B,1,4,1,1,3,0,0,0.75,3,0.75
20160403,LT,78850,T,0,0,0,0,0,0,0,0.0,0,0.0
20160403,WO,79334,B,0,0,0,0,0,0,0,0.0,0,0.0
20160403,LT,79356,T,0,2,0,0,0,0,0,0.0,0,0.0
20160403,WO,79365,B,1,3,1,1,2,1,0,0.6666666666666666,0,0.6666666666666666
20160405,LG,61102,T,0,2,0,0,0,0,0,0.0,0,0.0
20160405,LG,61186,T,0,4,0,0,2,0,0,0.5,0,0.5
20160405,HT,61743,B,0,3,0,0,0,0,2,0.0,0,0.0
20160405,HT,62668,B,0,1,0,0,0,0,1,0.0,0,0.0
20160405,LG,63123,T,0,3,0,0,0,0,1,0.0,0,0.0
20160405,HT,63636,B,0,0,0,0,0,0,0,0.0,0,0.0
20160405,LG,64153,T,0,4,0,1,1,0,0,0.25,0,0.25
20160405,HT,64646,B,0,1,0,0,0,0,0,0.0,0,0.0
20160405,LG,65103,T,0,4,1,0,2,0,0,0.5,1,0.5
20160405,LG,65115,T,1,2,0,0,0,0,2,0.0,0,0.0
20160405,HT,70410,B,0,4,0,0,0,0,0,0.0,0,0.0
20160405,HT,70756,B,1,2,1,0,0,0,1,0.0,0,0.0
20160405,HT,71207,B,1,3,0,2,2,0,1,0.6666666666666666,0,1.0
20160405,LG,71842,T,0,2,0,0,0,0,1,0.0,0,0.0
20160405,LG,72133,T,0,4,0,0,0,0,2,0.0,0,0.0
20160405,HT,72303,B,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160405,HT,74605,B,0,3,2,2,3,0,0,1.0,0,1.0
20160405,LG,74823,T,0,0,0,0,0,0,0,0.0,0,0.0
20160405,LG,76100,T,0,4,0,0,0,0,2,0.0,0,0.0
20160405,HT,77648,B,0,1,0,0,0,0,0,0.0,0,0.0
20160405,HT,78629,B,1,3,0,0,0,0,2,0.0,0,0.0
20160405,HT,78643,B,0,3,0,0,0,0,2,0.0,0,0.0
20160405,HT,78765,B,0,1,1,0,0,0,0,0.0,0,0.0
20160405,LG,79150,T,0,4,0,0,2,0,0,0.5,0,0.5
20160405,LG,79192,T,0,1,0,0,0,0,1,0.0,0,0.0
20160405,OB,61208,B,2,1,1,0,0,0,0,0.0,0,0.0
20160405,NC,62907,T,0,5,1,0,1,0,1,0.2,0,0.25
20160405,NC,62947,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160405,NC,64914,T,1,3,0,0,0,0,3,0.0,0,0.0
20160405,OB,66244,B,2,2,0,0,0,0,1,0.0,0,0.0
20160405,NC,73213,T,0,3,0,0,0,0,1,0.0,0,0.0
20160405,NC,73306,T,0,1,0,0,0,0,0,0.0,0,0.0
20160405,NC,73339,T,1,3,0,0,0,0,1,0.0,0,0.0
20160405,OB,74206,B,1,3,1,1,0,0,1,0.0,0,0.0
20160405,NC,74223,T,1,2,0,0,0,0,0,0.0,0,0.0
20160405,NC,74358,T,1,3,0,0,0,0,1,0.0,0,0.0
20160405,NC,74465,T,1,3,0,2,1,0,1,0.3333333333333333,0,0.5
20160405,OB,75334,B,0,0,0,0,0,0,0,0.0,0,0.0
20160405,OB,76232,B,1,3,1,0,0,0,1,0.0,0,0.0
20160405,OB,76249,B,1,4,0,1,2,0,0,0.5,1,0.5
20160405,OB,76267,B,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160405,OB,77248,B,1,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
20160405,NC,77454,T,0,4,1,0,2,0,0,0.5,0,0.5
20160405,NC,78122,T,1,0,0,0,0,0,0,0.0,0,0.0
20160405,OB,79215,B,0,1,0,0,0,0,0,0.0,0,0.0
20160405,OB,79231,B,1,4,1,0,0,0,1,0.0,1,0.0
20160405,OB,79240,B,1,4,1,3,1,0,1,0.25,1,0.3333333333333333
20160405,LT,60523,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160405,LT,60558,B,0,3,0,0,0,0,1,0.0,0,0.0
20160405,LT,65523,B,0,4,0,0,0,0,2,0.0,0,0.0
20160405,SK,66805,T,0,4,0,0,0,0,3,0.0,0,0.0
20160405,LT,71552,B,2,2,1,0,1,0,0,0.5,0,0.5
20160405,LT,71562,B,0,0,0,0,0,0,0,0.0,0,0.0
20160405,LT,71565,B,0,0,0,0,0,0,0,0.0,0,0.0
20160405,SK,71837,T,1,2,0,0,0,0,2,0.0,0,0.0
20160405,SK,71848,T,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160405,SK,71857,T,0,0,0,0,0,0,0,0.0,0,0.0
20160405,LT,72546,B,0,1,0,0,0,0,0,0.0,0,0.0
20160405,SK,72860,T,1,0,0,1,0,1,0,0.0,0,0.0
20160405,LT,74540,B,2,2,1,0,0,0,0,0.0,0,0.0
20160405,SK,74846,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160405,SK,75151,T,1,3,0,0,0,0,0,0.0,0,0.0
20160405,SK,75847,T,0,4,0,0,0,0,2,0.0,0,0.0
20160405,LT,76313,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160405,LT,76536,B,0,3,0,2,2,0,0,0.6666666666666666,0,0.6666666666666666
