GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,BB,KK,WP,R,ER,ERA
20160402,HT,NC,T,66643,21,111,28,26,6,1,0,0,1,0,1,3,0,1,1,0.14285714285714285
20160402,NC,HT,B,66928,2,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160402,HT,NC,T,75668,4,18,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0
20160402,NC,HT,B,78243,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160402,KT,SK,T,60264,8,49,14,12,5,0,0,1,1,0,1,1,0,3,3,1.125
20160402,KT,SK,T,65056,7,40,9,7,1,1,0,0,0,0,2,1,0,0,0,0.0
20160402,KT,SK,T,65062,6,32,7,7,1,0,0,0,1,0,0,3,0,0,0,0.0
20160402,KT,SK,T,65067,6,32,9,8,2,0,0,0,0,0,1,1,0,0,0,0.0
20160402,SK,KT,B,65856,18,99,26,24,7,0,0,0,0,1,2,2,0,3,2,0.3333333333333333
20160402,SK,KT,B,71845,5,31,6,4,1,0,0,0,0,1,2,1,0,0,0,0.0
20160402,SK,KT,B,75138,1,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20160402,SK,KT,B,75250,6,26,7,6,0,0,0,0,0,0,1,0,1,0,0,0.0
20160402,KT,SK,T,77318,1,20,5,3,1,1,0,0,0,0,2,0,1,1,1,3.0
20160402,LT,WO,T,63935,6,28,9,9,3,0,0,0,0,0,0,2,0,1,0,0.0
20160402,WO,LT,B,65343,3,15,4,4,1,0,0,0,0,0,0,1,0,0,0,0.0
20160402,LT,WO,T,65546,17,89,24,20,6,0,0,0,1,1,3,4,0,4,4,0.7058823529411764
20160402,WO,LT,B,66323,15,93,21,17,2,1,0,0,2,0,4,5,0,1,1,0.2
20160402,LT,WO,T,71801,1,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0.0
20160402,WO,LT,B,72749,3,18,3,3,1,1,0,0,0,1,0,2,0,0,0,0.0
20160402,WO,LT,B,75342,3,17,5,4,1,0,0,0,0,0,1,1,0,0,0,0.0
20160402,WO,LT,B,76350,3,24,6,6,3,1,0,0,0,0,0,0,0,2,2,2.0
20160402,OB,SS,T,61295,2,10,3,2,1,0,0,1,0,1,1,0,0,2,2,3.0
20160402,SS,OB,B,61365,5,25,6,6,1,1,0,0,0,0,0,0,0,0,0,0.0
20160402,SS,OB,B,61411,5,33,7,6,1,1,0,0,0,0,1,2,0,1,1,0.6
20160402,OB,SS,T,63248,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
20160402,SS,OB,B,66402,15,75,23,20,6,3,0,1,1,0,3,3,0,4,4,0.8
20160402,OB,SS,T,73241,5,25,5,5,0,0,0,0,1,0,0,3,0,0,0,0.0
20160402,SS,OB,B,74630,1,15,2,2,1,0,0,0,0,0,0,1,0,0,0,0.0
20160402,OB,SS,T,77263,1,7,4,3,2,1,1,0,0,0,0,0,0,3,3,9.0
20160402,SS,OB,B,77927,1,12,4,4,3,1,0,0,0,0,0,0,0,1,1,3.0
20160402,OB,SS,T,79229,16,92,28,25,12,2,0,1,0,0,1,4,0,5,5,0.9375
20160403,SK,KT,B,60841,18,112,25,19,1,1,0,0,0,0,5,8,0,2,2,0.3333333333333333
20160403,SK,KT,B,64893,4,28,5,5,1,0,0,0,0,0,0,1,0,0,0,0.0
20160403,KT,SK,T,65062,3,13,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160403,KT,SK,T,65067,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20160403,KT,SK,T,66032,20,107,25,22,5,1,0,0,1,1,1,3,0,2,2,0.3
20160403,SK,KT,B,73248,1,6,2,2,1,1,0,0,0,0,0,0,0,1,1,3.0
20160403,SK,KT,B,75138,1,5,3,3,2,0,0,1,0,0,0,0,0,2,2,6.0
20160403,KT,SK,T,75149,3,20,5,5,2,0,0,0,0,0,0,0,0,1,1,1.0
20160403,SK,KT,B,75250,3,16,5,4,2,0,0,0,0,1,1,0,0,0,0,0.0
20160403,KT,SK,T,77318,1,12,4,2,1,1,0,0,0,0,1,0,0,1,1,3.0
20160403,WO,LT,B,60342,2,11,4,4,2,0,0,0,0,0,0,0,0,1,1,1.5
20160403,WO,LT,B,65343,3,18,5,4,1,0,0,0,0,0,1,0,0,1,1,1.0
20160403,WO,LT,B,65348,15,71,21,20,5,0,0,0,0,0,1,3,0,0,0,0.0
20160403,LT,WO,T,70615,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20160403,LT,WO,T,72551,3,19,4,3,0,0,0,0,0,0,1,0,0,0,0,0.0
20160403,LT,WO,T,72862,4,32,8,5,2,1,0,0,1,0,2,2,0,1,1,0.75
20160403,LT,WO,T,73226,4,29,7,6,2,0,0,0,0,0,1,1,0,0,0,0.0
20160403,WO,LT,B,74359,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0
20160403,WO,LT,B,76350,4,23,6,6,2,0,1,0,0,0,0,1,0,2,1,0.75
20160403,WO,LT,B,76430,3,23,6,3,1,0,0,0,0,0,2,1,0,1,1,1.0
20160403,LT,WO,T,77591,14,92,22,20,7,1,0,0,2,0,2,4,1,5,5,1.0714285714285714
20160405,LG,HT,T,60181,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,HT,LG,B,60636,2,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160405,LG,HT,T,63111,18,99,25,22,6,1,0,1,0,0,3,9,1,4,2,0.3333333333333333
20160405,HT,LG,B,75620,18,96,24,23,5,0,0,0,0,0,1,6,0,1,1,0.16666666666666666
20160405,HT,LG,B,75668,3,16,4,4,1,0,0,0,1,0,0,1,0,0,0,0.0
20160405,LG,HT,T,76650,4,18,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0
20160405,HT,LG,B,97336,4,18,5,5,1,0,0,0,0,0,0,1,0,0,0,0.0
20160405,NC,OB,T,61323,7,62,15,10,4,0,1,0,2,0,4,0,0,6,6,2.571428571428571
20160405,OB,NC,B,63248,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0
20160405,NC,OB,T,65933,3,16,4,4,1,0,0,0,0,0,0,1,0,0,0,0.0
20160405,NC,OB,T,66928,4,26,6,4,1,1,0,0,0,1,1,2,0,0,0,0.0
20160405,OB,NC,B,73241,5,23,5,5,0,0,0,0,0,0,0,2,0,0,0,0.0
20160405,OB,NC,B,74513,18,104,27,21,4,0,0,0,0,0,5,7,0,2,2,0.3333333333333333
20160405,NC,OB,T,75867,3,10,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160405,OB,NC,B,77263,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,NC,OB,T,78243,7,42,11,7,0,0,0,0,0,0,2,1,0,0,0,0.0
20160405,SK,LT,T,63810,21,93,29,27,4,0,0,0,0,0,1,7,1,2,2,0.2857142857142857
20160405,LT,SK,B,64021,19,102,22,20,2,2,0,0,0,0,1,7,0,0,0,0.0
20160405,LT,SK,B,70615,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,LT,SK,B,71801,2,11,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160405,SK,LT,T,71845,2,13,4,2,1,0,0,0,0,0,2,0,0,0,0,0.0
20160405,LT,SK,B,72535,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,LT,SK,B,72862,0,7,3,2,2,0,0,0,0,0,0,0,0,1,1,inf
20160405,LT,SK,B,73226,1,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0
20160405,SK,LT,T,75250,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,LT,SK,B,75321,4,24,5,4,0,0,0,0,0,0,1,3,0,0,0,0.0
20160405,KT,SS,B,64001,3,20,6,4,0,0,0,0,0,0,2,0,0,0,0,0.0
20160405,SS,KT,T,66440,8,68,19,11,5,1,0,0,0,0,6,1,0,5,5,1.875
20160405,KT,SS,B,67845,15,99,24,21,5,1,0,0,0,0,2,3,0,1,0,0.0
20160405,SS,KT,T,77446,3,11,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160405,SS,KT,T,77927,3,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160405,KT,SS,B,79191,6,35,8,7,2,0,0,0,0,0,1,2,0,0,0,0.0
20160405,SS,KT,T,79440,10,73,17,15,5,3,0,1,2,0,2,4,1,3,3,0.8999999999999999
20160405,KT,SS,B,99563,3,27,7,6,3,1,0,0,0,0,1,1,1,2,2,2.0
20160405,WO,HH,T,60339,4,19,6,5,1,0,0,0,0,0,1,0,0,0,0,0.0
20160405,WO,HH,T,60342,3,19,5,4,1,1,0,0,0,0,0,0,1,0,0,0.0
20160405,HH,WO,B,66748,14,109,26,20,6,0,0,1,2,0,5,5,3,5,3,0.6428571428571428
20160405,HH,WO,B,72447,4,22,4,3,0,0,0,0,0,1,1,1,0,0,0,0.0
20160405,HH,WO,B,74857,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160405,WO,HH,T,75342,1,20,6,5,4,0,0,0,1,0,1,0,0,3,2,6.0
20160405,WO,HH,T,75750,16,71,24,21,7,3,0,0,0,0,2,1,0,6,6,1.125
20160405,HH,WO,B,79764,2,9,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0
20160405,HH,WO,B,99737,4,23,5,4,1,0,0,0,0,1,1,3,0,0,0,0.0
20160406,NC,OB,T,62929,17,94,23,21,4,0,0,1,0,0,1,5,0,2,2,0.3529411764705882
20160406,NC,OB,T,62966,2,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160406,NC,OB,T,63959,2,8,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0
20160406,OB,NC,B,66226,24,102,26,25,2,0,0,0,0,0,1,10,0,0,0,0.0
20160406,OB,NC,B,76329,3,16,3,3,0,0,0,0,0,0,0,2,0,0,0,0.0
20160406,NC,OB,T,78352,3,20,4,4,1,0,0,0,0,0,0,1,0,0,0,0.0
20160406,LT,SK,B,63935,9,51,14,10,1,0,0,0,0,0,4,1,0,1,0,0.0
20160406,SK,LT,T,64893,2,15,5,4,3,1,0,0,1,0,0,0,0,2,2,3.0
20160406,SK,LT,T,72523,6,48,13,13,6,1,0,1,0,0,0,2,0,5,5,2.5
20160406,LT,SK,B,72535,3,13,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160406,LT,SK,B,72551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20160406,SK,LT,T,74838,7,49,13,10,5,1,0,2,0,1,2,0,0,4,4,1.7142857142857142
20160406,LT,SK,B,79349,3,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160406,SS,KT,T,61365,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160406,KT,SS,B,65058,12,81,24,20,7,1,0,0,1,0,3,1,1,7,3,0.75
20160406,KT,SS,B,65067,3,29,8,7,4,1,1,0,1,0,1,0,0,4,4,4.0
20160406,SS,KT,T,72463,3,16,4,4,1,0,0,0,0,0,0,2,1,0,0,0.0
20160406,SS,KT,T,74454,18,89,25,24,4,2,0,1,0,0,1,3,0,4,4,0.6666666666666666
20160406,KT,SS,B,79191,3,14,4,4,1,1,0,0,0,0,0,1,0,0,0,0.0
20160406,SS,KT,T,79791,1,10,3,2,1,0,0,1,0,0,1,0,0,1,1,3.0
20160406,SS,KT,T,99445,3,15,4,4,1,0,0,1,0,0,0,1,0,1,1,1.0
20160406,KT,SS,B,99563,9,46,11,10,2,0,0,0,0,0,1,1,0,0,0,0.0
20160406,HH,WO,B,60757,4,16,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0
20160406,WO,HH,T,62937,21,89,27,26,8,3,0,1,1,0,0,5,1,3,3,0.42857142857142855
20160406,HH,WO,B,63791,6,35,6,6,0,0,0,0,0,0,0,4,0,0,0,0.0
20160406,WO,HH,T,65343,3,24,5,5,2,0,0,1,0,0,0,0,0,1,1,1.0
20160406,HH,WO,B,66741,5,38,10,6,2,1,0,0,0,0,3,1,0,1,1,0.6
20160406,HH,WO,B,74731,1,14,3,1,0,0,0,0,0,0,2,0,1,2,2,6.0
20160406,WO,HH,T,76350,3,11,4,4,1,0,0,0,0,0,0,0,0,0,0,0.0
20160406,HH,WO,B,78760,2,12,3,3,1,1,0,0,0,0,0,1,0,0,0,0.0
20160406,HH,WO,B,79764,8,41,10,9,1,0,0,0,0,0,1,4,0,2,2,0.75
20160406,HH,WO,B,99737,1,21,4,3,2,0,0,0,0,0,1,1,1,1,1,3.0
20160407,LG,HT,T,60146,3,12,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160407,HT,LG,B,60636,3,16,5,5,2,0,0,0,0,0,0,0,0,1,1,1.0
20160407,LG,HT,T,61891,4,28,7,5,1,1,0,0,0,0,2,2,1,1,1,0.75
20160407,LG,HT,T,62146,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160407,HT,LG,B,62648,3,11,3,3,0,0,0,0,0,0,0,2,0,0,0,0.0
20160407,LG,HT,T,62698,15,72,21,21,7,4,0,0,1,0,0,2,0,3,3,0.6
20160407,HT,LG,B,66628,16,102,26,23,7,1,0,1,1,0,3,6,0,5,5,0.9375
20160407,HT,LG,B,70142,3,21,5,4,1,0,0,1,0,0,1,1,0,2,2,2.0
20160407,LG,HT,T,70839,3,15,3,2,0,0,0,0,0,1,0,1,0,0,0,0.0
20160407,LG,HT,T,71118,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0
20160407,HT,LG,B,76610,2,12,4,3,1,0,0,0,1,0,0,0,0,0,0,0.0
20160407,OB,NC,B,61214,6,22,7,7,1,0,0,0,0,0,0,0,0,0,0,0.0
20160407,NC,OB,T,63938,18,102,27,24,7,0,0,0,0,0,1,6,0,1,1,0.16666666666666666
20160407,NC,OB,T,65933,3,28,6,5,2,1,0,0,0,0,1,1,0,1,1,1.0
20160407,NC,OB,T,66928,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160407,OB,NC,B,73211,8,77,19,17,9,2,0,0,0,0,2,2,0,6,6,2.25
20160407,NC,OB,T,75867,3,18,4,4,1,0,0,0,0,0,0,2,1,0,0,0.0
20160407,OB,NC,B,79293,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160407,OB,NC,B,79535,10,49,14,14,5,0,1,0,0,1,0,2,0,2,2,0.6
20160407,SK,LT,T,62056,3,24,4,4,1,0,0,1,0,0,0,0,0,1,1,1.0
20160407,LT,SK,B,64596,6,26,8,6,1,0,0,0,0,0,1,0,1,1,1,0.5
20160407,LT,SK,B,65543,16,102,27,24,10,1,0,3,2,1,1,3,0,7,7,1.3125
20160407,LT,SK,B,72551,5,28,7,6,1,0,0,0,0,0,1,2,0,0,0,0.0
20160407,SK,LT,T,73248,2,11,3,2,1,0,0,0,0,0,0,0,1,1,1,1.5
20160407,SK,LT,T,76858,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160407,SK,LT,T,77829,21,102,25,24,3,1,0,0,0,0,1,8,0,1,1,0.14285714285714285
20160407,SS,KT,T,61411,3,21,3,2,0,0,0,0,0,1,1,1,0,0,0,0.0
20160407,KT,SS,B,64001,2,29,5,4,2,0,0,0,0,0,1,0,0,0,0,0.0
20160407,KT,SS,B,64017,3,14,4,3,1,1,0,0,0,0,0,0,0,1,1,1.0
20160407,KT,SS,B,65056,13,93,21,19,6,1,0,1,2,0,2,2,0,2,2,0.46153846153846156
20160407,KT,SS,B,65060,6,33,7,6,0,0,0,0,1,0,1,1,0,0,0,0.0
20160407,SS,KT,T,72463,3,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160407,KT,SS,B,75149,3,18,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160407,SS,KT,T,76455,21,108,28,25,3,1,0,0,0,0,3,8,1,1,1,0.14285714285714285
20160407,HH,WO,B,60757,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160407,HH,WO,B,63791,2,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160407,WO,HH,T,65331,18,92,24,24,6,0,0,0,0,0,0,3,0,0,0,0.0
20160407,HH,WO,B,71260,2,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160407,HH,WO,B,72447,2,18,5,4,2,1,0,0,0,0,1,0,0,2,2,3.0
20160407,WO,HH,T,72749,1,15,4,4,3,1,0,2,0,0,0,1,0,3,3,9.0
20160407,HH,WO,B,73801,16,101,24,21,5,0,1,2,1,0,3,2,1,5,5,0.9375
20160407,WO,HH,T,75342,2,25,5,4,2,0,0,0,0,0,0,2,0,0,0,0.0
20160407,WO,HH,T,76430,6,24,7,7,1,1,0,0,0,0,0,4,0,0,0,0.0
20160407,HH,WO,B,78760,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,HH,NC,T,60757,3,17,5,5,2,1,0,0,1,0,0,0,1,0,0,0.0
20160408,NC,HH,B,62966,0,6,2,1,1,1,0,0,0,0,1,0,0,2,2,inf
20160408,HH,NC,T,63791,1,9,2,2,2,0,0,0,0,1,0,0,0,1,1,3.0
20160408,NC,HH,B,63959,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,HH,NC,T,65764,11,91,19,15,4,1,0,1,1,0,4,4,1,3,3,0.8181818181818182
20160408,NC,HH,B,65931,21,103,28,23,4,1,0,1,0,0,4,6,0,2,2,0.2857142857142857
20160408,HH,NC,T,71260,2,12,2,1,0,0,0,0,1,0,1,0,0,0,0,0.0
20160408,NC,HH,B,75867,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,NC,HH,B,78352,2,27,5,3,0,0,0,0,0,0,1,3,1,0,0,0.0
20160408,HH,NC,T,78760,2,5,3,2,1,0,0,0,0,0,0,0,0,1,1,1.5
20160408,HH,NC,T,79764,2,16,3,2,0,0,0,0,0,0,1,2,1,0,0,0.0
20160408,HH,NC,T,99737,3,17,4,3,0,0,0,0,0,0,1,0,0,0,0,0.0
20160408,HT,KT,T,61643,3,15,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160408,KT,HT,B,66049,21,113,26,23,3,0,0,0,1,0,3,5,0,0,0,0.0
20160408,KT,HT,B,77318,6,30,6,5,0,0,0,0,0,0,1,2,0,0,0,0.0
20160408,HT,KT,T,77637,21,104,30,28,8,2,0,0,1,0,1,2,0,4,2,0.2857142857142857
20160408,LG,SK,T,60146,5,27,7,6,1,0,0,0,0,0,1,1,0,0,0,0.0
20160408,LG,SK,T,61891,1,15,3,2,1,0,0,0,0,0,1,1,0,1,0,0.0
20160408,LG,SK,T,62146,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,SK,LG,B,65856,24,101,29,27,4,0,0,1,0,0,2,4,0,2,2,0.25
20160408,LG,SK,T,73117,20,80,27,25,6,0,0,0,0,0,1,1,1,2,1,0.15
20160408,SK,LG,B,75250,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,LG,SK,T,76650,1,10,2,1,0,0,0,0,0,0,1,1,0,0,0,0.0
20160408,SK,LG,B,76858,4,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0
20160408,SS,LT,T,61365,2,12,3,3,2,1,0,0,0,0,0,0,0,0,0,0.0
20160408,LT,SS,B,65546,18,114,28,24,6,1,0,1,0,0,2,7,0,5,1,0.16666666666666666
20160408,SS,LT,T,66402,21,111,27,25,6,1,0,1,1,0,2,8,0,2,2,0.2857142857142857
20160408,LT,SS,B,70615,2,17,4,2,1,0,0,0,0,0,2,0,0,0,0,0.0
20160408,LT,SS,B,72535,1,10,2,2,1,0,0,1,0,0,0,0,0,1,1,3.0
20160408,LT,SS,B,72551,3,12,4,4,2,0,0,1,0,0,0,0,0,1,1,1.0
20160408,LT,SS,B,73226,3,15,4,3,0,0,0,0,0,0,1,1,0,0,0,0.0
20160408,SS,LT,T,74630,1,9,2,2,1,0,0,0,0,0,0,1,0,1,1,3.0
20160408,SS,LT,T,77927,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,0.0
20160408,WO,OB,T,60339,3,19,5,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160408,WO,OB,T,60342,3,39,8,5,2,0,0,0,1,0,3,2,0,2,2,2.0
20160408,OB,WO,B,61240,19,107,24,22,5,0,0,1,2,1,2,11,2,2,2,0.31578947368421056
20160408,WO,OB,T,66323,15,96,23,18,5,2,0,1,1,1,4,4,0,4,4,0.8
20160408,OB,WO,B,73241,3,12,3,3,1,1,0,0,0,0,0,0,1,0,0,0.0
20160408,WO,OB,T,74359,3,22,4,3,0,0,0,0,0,1,1,1,0,0,0,0.0
20160408,OB,WO,B,76329,5,45,9,7,3,1,0,0,0,1,2,1,0,2,2,1.2
20160409,NC,HH,B,60263,24,96,29,26,7,0,0,0,0,1,2,7,0,1,1,0.125
20160409,HH,NC,T,60757,3,29,7,6,3,0,0,1,0,0,1,1,0,3,3,3.0
