P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial,BABIP
63077,B,0,1,0,0,0,0,0,0.0,0,0.0
63123,B,0,3,1,0,1,0,1,0.3333333333333333,0,0.5
64086,T,1,4,0,2,3,1,1,0.75,0,1.0
64153,B,0,3,0,0,0,0,1,0.0,0,0.0
65103,B,0,5,1,1,1,0,2,0.2,0,0.0
65115,B,0,0,0,0,0,0,0,0.0,0,0.0
66740,T,1,4,2,1,1,0,1,0.25,0,0.3333333333333333
71347,T,1,5,0,0,0,1,1,0.0,0,0.0
71610,T,0,2,0,0,1,0,1,0.5,0,1.0
71752,T,2,4,1,0,1,0,0,0.25,0,0.25
71842,B,0,2,0,0,0,0,0,0.0,0,0.0
72133,B,2,4,3,2,2,0,1,0.5,1,0.6666666666666666
73136,T,1,5,1,0,0,0,1,0.0,0,0.0
73602,T,0,1,0,0,0,0,0,0.0,0,0.0
74729,T,1,1,1,1,1,0,0,1.0,0,1.0
74823,B,1,5,1,0,0,0,1,0.0,0,0.0
75808,T,0,6,0,1,4,0,0,0.6666666666666666,1,0.6666666666666666
76100,B,2,4,0,3,2,0,0,0.5,0,0.5
79150,B,2,4,1,1,2,0,1,0.5,1,0.6666666666666666
79192,B,0,1,0,1,1,0,0,1.0,0,1.0
79198,B,0,0,0,0,0,0,0,0.0,0,0.0
95158,T,0,1,0,0,0,0,0,0.0,0,0.0
98144,T,0,4,0,0,0,0,3,0.0,0,0.0
99606,B,1,1,0,0,0,0,0,0.0,0,0.0
61743,T,0,3,0,0,0,0,0,0.0,0,0.0
62668,T,1,0,0,0,0,1,0,0.0,0,0.0
62907,B,0,4,1,0,1,0,0,0.25,0,0.25
62947,B,0,4,0,0,1,0,3,0.25,0,1.0
63634,T,0,1,0,0,0,0,1,0.0,0,0.0
63636,T,0,0,0,0,0,0,0,0.0,1,0.0
64646,T,0,0,0,0,0,0,0,0.0,0,0.0
64699,T,0,4,0,2,2,0,0,0.5,0,0.5
64906,B,0,0,0,0,0,0,0,0.0,0,0.0
64914,B,2,2,1,0,0,0,0,0.0,0,0.0
65653,T,0,2,0,0,0,0,1,0.0,0,0.0
66968,B,0,0,0,0,0,0,0,0.0,1,0.0
70410,T,0,5,2,0,2,0,1,0.4,0,0.5
70756,T,0,4,1,2,2,0,0,0.5,0,0.3333333333333333
71184,T,0,0,0,0,0,0,0,0.0,0,0.0
71207,T,1,4,1,0,0,0,2,0.0,0,0.0
72303,T,0,3,0,0,0,0,1,0.0,0,0.0
73213,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
73306,B,0,1,0,0,0,0,0,0.0,0,0.0
73339,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
74223,B,0,1,0,0,0,0,0,0.0,0,0.0
74465,B,1,3,1,3,1,0,0,0.3333333333333333,0,0.0
74605,T,1,2,0,0,1,0,0,0.5,0,0.5
75441,B,0,1,0,0,0,0,1,0.0,0,0.0
77454,B,0,4,0,0,2,0,0,0.5,0,0.5
78122,B,0,2,0,0,0,0,0,0.0,0,0.0
78629,T,2,2,0,0,1,0,1,0.5,1,1.0
78643,T,1,3,0,0,0,0,1,0.0,0,0.0
94629,B,0,4,0,0,0,0,0,0.0,0,0.0
64004,T,0,0,0,0,0,0,0,0.0,0,0.0
64166,T,0,0,0,0,0,0,0,0.0,1,0.0
65005,T,1,0,0,0,0,0,0,0.0,0,0.0
66805,B,0,5,0,0,0,0,2,0.0,0,0.0
70553,T,0,4,1,0,1,0,0,0.25,0,0.25
70646,T,0,5,1,0,1,0,1,0.2,0,0.25
71837,B,1,4,0,0,2,0,1,0.5,1,0.6666666666666666
71857,B,1,2,0,1,0,0,1,0.0,0,0.0
73113,T,1,3,0,1,2,0,0,0.6666666666666666,0,0.6666666666666666
73153,T,4,1,0,0,0,1,0,0.0,0,0.0
74339,T,0,5,1,0,1,0,0,0.2,0,0.2
74846,B,0,5,0,1,1,0,0,0.2,0,0.2
75151,B,1,4,1,2,2,0,0,0.5,0,0.3333333333333333
75847,B,2,3,2,0,1,0,0,0.3333333333333333,0,0.3333333333333333
76158,B,0,2,0,0,0,0,1,0.0,0,0.0
76802,B,0,4,0,0,1,0,0,0.25,0,0.25
76812,B,1,4,0,0,2,0,1,0.5,0,0.6666666666666666
76849,B,1,4,0,0,1,0,0,0.25,1,0.25
76869,B,0,0,1,0,0,0,0,0.0,0,0.0
77462,T,0,1,0,0,0,0,0,0.0,0,0.0
77609,T,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
78517,T,0,3,0,1,1,0,0,0.3333333333333333,0,0.3333333333333333
78892,T,0,4,0,1,1,0,0,0.25,1,0.25
99810,T,0,5,0,0,0,0,1,0.0,0,0.0
60523,T,1,4,0,0,1,0,1,0.25,0,0.3333333333333333
60558,T,0,4,1,0,2,0,1,0.5,1,0.6666666666666666
61353,B,0,1,0,0,0,0,1,0.0,0,0.0
62353,B,0,0,0,0,0,0,0,0.0,0,0.0
64300,B,0,4,0,0,0,0,0,0.0,0,0.0
64346,B,0,0,0,0,0,0,0,0.0,0,0.0
65506,T,0,0,1,0,0,0,0,0.0,0,0.0
65523,T,1,4,1,0,0,0,2,0.0,0,0.0
66306,B,0,4,1,1,1,0,1,0.25,0,0.3333333333333333
71552,T,1,3,0,0,0,0,1,0.0,0,0.0
71562,T,1,3,0,0,0,0,1,0.0,1,0.0
71565,T,1,1,0,0,0,0,0,0.0,0,0.0
73342,B,1,3,2,0,2,0,0,0.6666666666666666,0,0.6666666666666666
74215,B,0,4,0,0,1,0,0,0.25,0,0.25
74540,T,0,4,0,0,0,0,2,0.0,0,0.0
76313,T,0,4,0,1,3,0,0,0.75,1,0.75
76368,B,0,2,0,0,1,0,0,0.5,1,0.5
77463,B,1,3,0,1,1,0,2,0.3333333333333333,0,1.0
77532,T,0,5,0,2,1,0,1,0.2,0,0.25
77564,B,1,3,1,1,2,0,0,0.6666666666666666,1,0.6666666666666666
78168,B,1,3,1,0,0,0,1,0.0,0,0.0
79356,T,0,2,0,0,1,0,0,0.5,0,0.5
79365,B,1,3,0,2,1,0,1,0.3333333333333333,0,0.5
60456,B,0,4,0,1,2,0,0,0.5,0,0.5
61204,T,0,0,0,0,0,0,0,0.0,0,0.0
62244,T,0,1,0,0,0,0,1,0.0,0,0.0
62404,B,0,5,1,2,3,0,0,0.6,1,0.6
62415,B,1,4,0,1,2,1,1,0.5,1,0.6666666666666666
63440,B,0,0,0,0,0,0,0,0.0,0,0.0
64493,B,0,0,0,0,0,0,0,0.0,0,0.0
64499,B,0,0,1,0,0,0,0,0.0,0,0.0
66244,T,1,4,0,0,2,0,0,0.5,0,0.5
66452,B,1,4,1,1,1,0,1,0.25,0,0.3333333333333333
71432,B,0,4,0,1,2,0,1,0.5,0,0.6666666666666666
72443,B,0,5,2,2,2,0,2,0.4,0,0.5
74206,T,1,3,0,1,0,0,0,0.0,0,0.0
76232,T,0,5,1,2,2,0,0,0.4,0,0.4
76249,T,2,3,3,2,3,0,0,1.0,0,1.0
76267,T,0,4,1,0,3,0,0,0.75,0,0.75
77248,T,0,4,0,1,1,0,2,0.25,0,0.5
78467,B,0,0,1,0,0,0,0,0.0,0,0.0
79215,T,0,4,0,0,0,0,0,0.0,0,0.0
79231,T,0,5,1,0,0,0,2,0.0,1,0.0
79240,T,0,5,0,0,1,0,1,0.2,0,0.25
79402,B,1,3,1,1,1,1,2,0.3333333333333333,0,1.0
79456,B,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
95436,B,1,4,2,1,2,0,0,0.5,0,0.3333333333333333
62864,B,0,1,0,0,1,0,0,1.0,0,1.0
64004,T,1,1,1,0,0,0,1,0.0,0,0.0
64006,T,0,0,0,0,0,0,0,0.0,0,0.0
64007,T,0,4,0,0,0,0,2,0.0,0,0.0
64166,T,0,0,0,0,0,0,0,0.0,0,0.0
65005,T,0,1,0,0,0,0,0,0.0,0,0.0
66805,B,0,5,1,0,1,0,0,0.2,0,0.2
70553,T,0,4,0,0,0,0,1,0.0,0,0.0
71837,B,1,3,1,0,0,0,1,0.0,0,0.0
71848,B,0,0,0,0,0,0,0,0.0,0,0.0
71857,B,0,2,0,0,0,0,0,0.0,0,0.0
72860,B,0,1,0,0,0,0,0,0.0,0,0.0
73113,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
73153,T,3,2,0,0,0,0,0,0.0,1,0.0
74846,B,1,3,0,1,0,0,0,0.0,0,0.0
75151,B,1,3,0,1,2,0,1,0.6666666666666666,0,1.0
75847,B,2,2,0,1,1,1,0,0.5,0,0.3333333333333333
76802,B,0,4,2,1,2,0,0,0.5,0,0.5
76812,B,0,4,0,0,1,0,0,0.25,1,0.25
76849,B,1,4,0,0,0,0,2,0.0,1,0.0
76869,B,0,0,0,0,0,0,0,0.0,0,0.0
77462,T,0,2,0,0,0,0,1,0.0,0,0.0
77609,T,0,4,1,2,2,0,0,0.5,0,0.5
78517,T,0,5,1,0,2,0,2,0.4,0,0.6666666666666666
78892,T,1,3,1,0,0,0,1,0.0,0,0.0
99810,T,2,3,1,3,2,0,0,0.6666666666666666,0,0.5
60523,T,0,5,0,0,1,0,1,0.2,0,0.25
60558,T,0,5,0,0,2,0,0,0.4,0,0.4
61353,B,0,3,0,1,1,0,2,0.3333333333333333,0,1.0
61366,B,0,1,0,0,0,0,1,0.0,0,0.0
64300,B,0,4,1,1,1,0,1,0.25,0,0.3333333333333333
64346,B,0,0,0,0,0,0,0,0.0,0,0.0
65523,T,0,5,1,2,1,0,1,0.2,0,0.25
66306,B,2,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
71552,T,1,4,1,0,0,0,2,0.0,0,0.0
71562,T,1,3,0,1,3,1,0,1.0,0,0.75
71565,T,0,2,0,0,0,0,0,0.0,0,0.0
72546,T,0,0,0,0,0,0,0,0.0,0,0.0
73342,B,1,4,0,0,0,0,1,0.0,0,0.0
74215,B,0,5,1,1,2,0,0,0.4,0,0.4
74540,T,2,3,1,1,3,0,0,1.0,0,1.0
76313,T,0,5,1,0,1,0,0,0.2,0,0.2
76368,B,0,1,0,0,0,0,0,0.0,0,0.0
77463,B,2,2,1,0,0,0,2,0.0,0,0.0
77532,T,1,4,1,1,1,0,1,0.25,0,0.3333333333333333
77564,B,1,4,0,0,1,0,0,0.25,0,0.25
78168,B,1,4,1,1,3,0,0,0.75,3,0.75
78850,T,0,0,0,0,0,0,0,0.0,0,0.0
79334,B,0,0,0,0,0,0,0,0.0,0,0.0
79356,T,0,2,0,0,0,0,0,0.0,0,0.0
79365,B,1,3,1,1,2,1,0,0.6666666666666666,0,0.6666666666666666
61102,T,0,2,0,0,0,0,0,0.0,0,0.0
61186,T,0,4,0,0,2,0,0,0.5,0,0.5
61743,B,0,3,0,0,0,0,2,0.0,0,0.0
62668,B,0,1,0,0,0,0,1,0.0,0,0.0
63123,T,0,3,0,0,0,0,1,0.0,0,0.0
63636,B,0,0,0,0,0,0,0,0.0,0,0.0
64153,T,0,4,0,1,1,0,0,0.25,0,0.25
64646,B,0,1,0,0,0,0,0,0.0,0,0.0
65103,T,0,4,1,0,2,0,0,0.5,1,0.5
65115,T,1,2,0,0,0,0,2,0.0,0,0.0
70410,B,0,4,0,0,0,0,0,0.0,0,0.0
70756,B,1,2,1,0,0,0,1,0.0,0,0.0
71207,B,1,3,0,2,2,0,1,0.6666666666666666,0,1.0
71842,T,0,2,0,0,0,0,1,0.0,0,0.0
72133,T,0,4,0,0,0,0,2,0.0,0,0.0
72303,B,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
74605,B,0,3,2,2,3,0,0,1.0,0,1.0
74823,T,0,0,0,0,0,0,0,0.0,0,0.0
76100,T,0,4,0,0,0,0,2,0.0,0,0.0
77648,B,0,1,0,0,0,0,0,0.0,0,0.0
78629,B,1,3,0,0,0,0,2,0.0,0,0.0
78643,B,0,3,0,0,0,0,2,0.0,0,0.0
78765,B,0,1,1,0,0,0,0,0.0,0,0.0
79150,T,0,4,0,0,2,0,0,0.5,0,0.5
79192,T,0,1,0,0,0,0,1,0.0,0,0.0
61208,B,2,1,1,0,0,0,0,0.0,0,0.0
62907,T,0,5,1,0,1,0,1,0.2,0,0.25
62947,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
64914,T,1,3,0,0,0,0,3,0.0,0,0.0
66244,B,2,2,0,0,0,0,1,0.0,0,0.0
73213,T,0,3,0,0,0,0,1,0.0,0,0.0
73306,T,0,1,0,0,0,0,0,0.0,0,0.0
73339,T,1,3,0,0,0,0,1,0.0,0,0.0
74206,B,1,3,1,1,0,0,1,0.0,0,0.0
74223,T,1,2,0,0,0,0,0,0.0,0,0.0
74358,T,1,3,0,0,0,0,1,0.0,0,0.0
74465,T,1,3,0,2,1,0,1,0.3333333333333333,0,0.5
75334,B,0,0,0,0,0,0,0,0.0,0,0.0
76232,B,1,3,1,0,0,0,1,0.0,0,0.0
76249,B,1,4,0,1,2,0,0,0.5,1,0.5
76267,B,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
77248,B,1,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
77454,T,0,4,1,0,2,0,0,0.5,0,0.5
78122,T,1,0,0,0,0,0,0,0.0,0,0.0
79215,B,0,1,0,0,0,0,0,0.0,0,0.0
79231,B,1,4,1,0,0,0,1,0.0,1,0.0
79240,B,1,4,1,3,1,0,1,0.25,1,0.3333333333333333
60523,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
60558,B,0,3,0,0,0,0,1,0.0,0,0.0
65523,B,0,4,0,0,0,0,2,0.0,0,0.0
66805,T,0,4,0,0,0,0,3,0.0,0,0.0
71552,B,2,2,1,0,1,0,0,0.5,0,0.5
71562,B,0,0,0,0,0,0,0,0.0,0,0.0
71565,B,0,0,0,0,0,0,0,0.0,0,0.0
71837,T,1,2,0,0,0,0,2,0.0,0,0.0
71848,T,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
71857,T,0,0,0,0,0,0,0,0.0,0,0.0
72546,B,0,1,0,0,0,0,0,0.0,0,0.0
72860,T,1,0,0,1,0,1,0,0.0,0,0.0
74540,B,2,2,1,0,0,0,0,0.0,0,0.0
74846,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
75151,T,1,3,0,0,0,0,0,0.0,0,0.0
75847,T,0,4,0,0,0,0,2,0.0,0,0.0
76313,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
76536,B,0,3,0,2,2,0,0,0.6666666666666666,0,0.6666666666666666
76802,T,1,3,1,0,1,0,1,0.3333333333333333,0,0.5
76812,T,1,3,0,0,0,0,1,0.0,0,0.0
76849,T,0,4,0,0,1,0,1,0.25,1,0.3333333333333333
77532,B,0,4,0,0,0,0,0,0.0,0,0.0
78850,B,0,0,0,0,0,0,0,0.0,0,0.0
79356,B,0,3,0,0,0,0,2,0.0,0,0.0
60456,T,0,5,0,2,2,0,0,0.4,0,0.4
62404,T,1,4,0,0,2,0,0,0.5,0,0.5
62415,T,1,4,0,0,1,0,1,0.25,0,0.3333333333333333
63440,T,0,2,0,0,1,0,1,0.5,0,1.0
64004,B,0,0,0,0,0,0,0,0.0,0,0.0
64006,B,0,0,0,0,0,0,0,0.0,0,0.0
64007,B,0,4,1,0,1,0,0,0.25,0,0.25
64166,B,0,0,0,0,0,0,0,0.0,0,0.0
64499,T,0,0,0,0,0,0,0,0.0,0,0.0
66452,T,0,5,0,0,1,0,0,0.2,0,0.2
70553,B,0,4,1,0,1,0,2,0.25,0,0.5
71432,T,1,4,1,0,2,0,0,0.5,0,0.5
72443,T,0,5,0,0,0,0,2,0.0,0,0.0
72466,T,0,0,1,0,0,0,0,0.0,0,0.0
73113,B,1,4,1,1,1,0,1,0.25,0,0.3333333333333333
73153,B,3,2,1,1,1,0,1,0.5,1,1.0
74339,B,2,3,1,2,2,1,1,0.6666666666666666,0,0.5
77609,B,1,3,0,2,1,1,1,0.3333333333333333,0,0.3333333333333333
78467,T,0,0,1,0,0,0,0,0.0,0,0.0
78517,B,0,5,1,2,3,0,0,0.6,1,0.6
78892,B,2,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
79364,B,0,0,0,0,0,0,0,0.0,0,0.0
79402,T,0,3,0,0,0,0,1,0.0,0,0.0
79456,T,2,1,0,1,1,0,0,1.0,0,1.0
79465,T,1,1,0,0,0,0,0,0.0,0,0.0
95436,T,1,4,0,0,0,0,1,0.0,0,0.0
99810,B,1,4,1,0,0,0,0,0.0,0,0.0
60404,B,0,2,0,1,0,0,0,0.0,0,0.0
61353,T,0,3,1,0,0,0,0,0.0,0,0.0
61366,T,0,1,0,0,0,0,1,0.0,0,0.0
61700,B,0,1,0,0,0,0,0,0.0,0,0.0
62700,B,0,2,0,1,1,0,0,0.5,0,0.5
64086,B,0,4,2,1,2,0,0,0.5,0,0.5
64300,T,0,4,0,0,1,0,2,0.25,0,0.5
64346,T,0,2,0,0,1,0,0,0.5,1,0.5
66306,T,1,4,0,0,0,0,1,0.0,0,0.0
66740,B,1,4,2,0,1,0,0,0.25,0,0.25
71347,B,1,1,1,1,1,0,0,1.0,0,1.0
71610,B,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
71752,B,1,3,1,1,0,1,0,0.0,0,0.0
73136,B,1,4,0,1,2,0,0,0.5,0,0.5
73342,T,1,4,1,0,1,0,2,0.25,1,0.5
74215,T,2,1,1,0,0,0,0,0.0,0,0.0
74729,B,0,2,1,1,2,0,0,1.0,0,1.0
75808,B,0,5,2,0,2,0,0,0.4,1,0.4
77463,T,2,2,0,1,0,0,1,0.0,0,0.0
77564,T,0,4,1,1,1,0,1,0.25,0,0.0
78168,T,2,3,1,0,2,0,1,0.6666666666666666,2,1.0
79365,T,0,4,0,2,1,0,2,0.25,0,0.5
95158,B,1,0,0,0,0,0,0,0.0,0,0.0
98144,B,0,4,0,1,1,0,0,0.25,0,0.25
62907,T,0,4,0,0,0,0,1,0.0,0,0.0
62947,T,1,2,0,0,0,0,2,0.0,0,0.0
64914,T,0,3,0,0,0,0,2,0.0,0,0.0
66209,B,0,0,0,0,0,0,0,0.0,0,0.0
66244,B,0,4,1,1,1,0,1,0.25,0,0.0
66968,T,0,0,0,0,0,0,0,0.0,0,0.0
73213,T,0,3,0,0,0,0,1,0.0,0,0.0
73306,T,0,1,0,0,0,0,1,0.0,0,0.0
73339,T,0,3,0,0,0,0,0,0.0,0,0.0
74206,B,1,2,0,1,1,0,0,0.5,0,0.5
74223,T,0,2,0,0,0,0,1,0.0,0,0.0
74465,T,0,3,0,0,1,0,2,0.3333333333333333,0,1.0
75334,B,0,0,0,0,0,0,0,0.0,0,0.0
75441,T,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
76232,B,1,3,1,0,0,0,0,0.0,0,0.0
76249,B,0,4,0,0,0,0,2,0.0,0,0.0
76267,B,0,3,0,0,0,0,1,0.0,0,0.0
77248,B,0,3,0,0,1,0,2,0.3333333333333333,0,1.0
77454,T,0,4,0,0,0,0,1,0.0,0,0.0
78352,T,0,0,0,0,0,0,0,0.0,0,0.0
79215,B,0,3,0,0,0,0,1,0.0,0,0.0
79231,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
79240,B,0,4,0,0,1,0,0,0.25,0,0.25
60523,B,1,2,0,0,0,1,1,0.0,0,0.0
60558,B,0,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
62864,T,0,0,0,0,0,0,0,0.0,0,0.0
65523,B,0,4,2,2,3,0,0,0.75,1,0.75
66805,T,1,1,0,0,0,0,0,0.0,0,0.0
66833,T,0,0,0,0,0,0,0,0.0,0,0.0
71552,B,0,3,1,3,2,0,0,0.6666666666666666,0,0.5
