P_ID,TB_SC,INN2,PA-AB,H1,H2,H3,HR,SB_SR,WP,ER,ERA,BABIP,KK9,BB9
70615,T,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
72551,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
72862,T,4,3,1,1,0,0,1.0,0,1,6.75,0.6666666666666666,13.5,13.5
73226,T,4,1,2,0,0,0,0.0,0,0,0.0,0.4,6.75,6.75
74359,B,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0.0
76350,B,4,0,1,0,1,0,0.0,0,1,6.75,0.4,6.75,0.0
76430,B,3,3,1,0,0,0,0.0,0,1,9.0,0.3333333333333333,9.0,18.0
77591,T,14,2,6,1,0,0,1.0,1,5,9.642857142857142,0.4375,7.7142857142857135,3.8571428571428568
60181,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
60636,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
63111,T,18,3,4,1,0,1,0.0,1,2,3.0,0.4166666666666667,13.5,4.5
75620,B,18,1,5,0,0,0,0.0,0,1,1.5,0.29411764705882354,9.0,1.5
75668,B,3,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,9.0,0.0
76650,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
97336,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
61323,T,7,5,3,0,1,0,1.0,0,6,23.142857142857142,0.4,0.0,19.285714285714285
63248,B,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
65933,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
66928,T,4,2,0,1,0,0,0.0,0,0,0.0,0.5,13.5,13.5
73241,B,5,0,0,0,0,0,0.0,0,0,0.0,0.0,10.8,0.0
74513,B,18,6,4,0,0,0,0.0,0,2,3.0,0.2857142857142857,10.5,9.0
75867,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
77263,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
78243,T,7,4,0,0,0,0,0.0,0,0,0.0,0.0,3.8571428571428568,15.428571428571427
63810,T,21,2,4,0,0,0,0.0,1,2,2.5714285714285716,0.2,9.0,2.571428571428571
64021,B,19,2,0,2,0,0,0.0,0,0,0.0,0.15384615384615385,9.947368421052632,2.8421052631578947
70615,B,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
71801,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
71845,T,2,2,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
72535,B,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
72862,B,0,1,2,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0
73226,B,1,0,0,0,0,0,1.0,0,0,0.0,0.0,27.0,0.0
75250,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
75321,B,4,1,0,0,0,0,0.0,0,0,0.0,0.0,20.25,6.75
64001,B,3,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18.0
66440,T,8,8,4,1,0,0,0.0,0,5,16.875,0.4166666666666667,3.375,20.25
67845,B,15,3,4,1,0,0,0.0,0,0,0.0,0.2777777777777778,5.4,5.4
77446,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
77927,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
79191,B,6,1,2,0,0,0,0.0,0,0,0.0,0.4,9.0,4.5
79440,T,10,2,1,3,0,1,1.0,1,3,8.1,0.4,10.8,5.4
99563,B,3,1,2,1,0,0,0.0,1,2,18.0,0.6,9.0,9.0
60339,T,4,1,1,0,0,0,0.0,0,0,0.0,0.2,0.0,6.75
60342,T,3,1,0,1,0,0,0.0,1,0,0.0,0.25,0.0,9.0
66748,B,14,6,5,0,0,1,1.0,3,3,5.785714285714286,0.35714285714285715,9.642857142857142,11.571428571428571
72447,B,4,1,0,0,0,0,0.0,0,0,0.0,0.0,6.75,6.75
74857,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
75342,T,1,1,4,0,0,0,1.0,0,2,54.0,0.8,0.0,27.0
75750,T,16,3,4,3,0,0,0.0,0,6,10.125,0.3333333333333333,1.6875,3.375
79764,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
99737,B,4,1,1,0,0,0,0.0,0,0,0.0,1.0,20.25,6.75
62929,T,17,2,3,0,0,1,0.0,0,2,3.176470588235294,0.2,7.9411764705882355,3.176470588235294
62966,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
63959,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
66226,B,24,1,2,0,0,0,0.0,0,0,0.0,0.13333333333333333,11.25,1.125
76329,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
78352,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
63935,B,9,4,1,0,0,0,0.0,0,0,0.0,0.1111111111111111,3.0,12.0
64893,T,2,1,2,1,0,0,1.0,0,2,27.0,0.75,0.0,13.5
72523,T,6,0,4,1,0,1,0.0,0,5,22.5,0.5,9.0,0.0
72535,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
72551,B,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
74838,T,7,3,2,1,0,2,0.0,0,4,15.428571428571427,0.375,0.0,7.7142857142857135
79349,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
61365,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65058,B,12,4,6,1,0,0,1.0,1,3,6.75,0.3684210526315789,2.25,6.75
65067,B,3,1,2,1,1,0,1.0,0,4,36.0,0.5714285714285714,0.0,9.0
72463,T,3,0,1,0,0,0,0.0,1,0,0.0,0.5,18.0,0.0
74454,T,18,1,1,2,0,1,0.0,0,4,6.0,0.15,4.5,1.5
79191,B,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
79791,T,1,1,0,0,0,1,0.0,0,1,27.0,0.0,0.0,27.0
99445,T,3,0,0,0,0,1,0.0,0,1,9.0,0.0,9.0,0.0
99563,B,9,1,2,0,0,0,0.0,0,0,0.0,0.2222222222222222,3.0,3.0
60757,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
62937,T,21,1,4,3,0,1,1.0,1,3,3.857142857142857,0.35,6.428571428571428,0.0
63791,B,6,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
65343,T,3,0,1,0,0,1,0.0,0,1,9.0,0.25,0.0,0.0
66741,B,5,4,1,1,0,0,0.0,0,1,5.3999999999999995,0.4,5.4,21.6
74731,B,1,2,0,0,0,0,0.0,1,2,54.0,0.0,0.0,54.0
76350,T,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
78760,B,2,0,0,1,0,0,0.0,0,0,0.0,0.5,13.5,0.0
79764,B,8,1,1,0,0,0,0.0,0,2,6.75,0.2,13.5,3.375
99737,B,1,1,2,0,0,0,0.0,1,1,27.0,1.0,27.0,27.0
60146,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
60636,B,3,0,2,0,0,0,0.0,0,1,9.0,0.4,0.0,0.0
61891,T,4,2,0,1,0,0,0.0,1,1,6.75,0.3333333333333333,13.5,13.5
62146,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
62648,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
62698,T,15,0,3,4,0,0,1.0,0,3,5.4,0.3684210526315789,3.6,0.0
66628,B,16,3,5,1,0,1,1.0,0,5,8.4375,0.375,10.125,5.0625
70142,B,3,1,0,0,0,1,0.0,0,2,18.0,0.0,9.0,9.0
70839,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
71118,T,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
76610,B,2,1,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,13.5
61214,B,6,0,1,0,0,0,0.0,0,0,0.0,0.14285714285714285,0.0,0.0
63938,T,18,3,7,0,0,0,0.0,0,1,1.5,0.3888888888888889,9.0,4.5
65933,T,3,1,1,1,0,0,0.0,0,1,9.0,0.5,9.0,9.0
66928,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
73211,B,8,2,7,2,0,0,0.0,0,6,20.25,0.6,6.75,6.75
75867,T,3,0,1,0,0,0,0.0,1,0,0.0,0.5,18.0,0.0
79293,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
79535,B,10,0,4,0,1,0,0.0,0,2,5.3999999999999995,0.4166666666666667,5.4,0.0
62056,T,3,0,0,0,0,1,0.0,0,1,9.0,0.0,0.0,0.0
64596,B,6,2,1,0,0,0,0.0,1,1,4.5,0.14285714285714285,0.0,4.5
65543,B,16,3,6,1,0,3,0.6666666666666666,0,7,11.8125,0.3684210526315789,5.0625,3.375
72551,B,5,1,1,0,0,0,0.0,0,0,0.0,0.25,10.8,5.4
73248,T,2,1,1,0,0,0,0.0,1,1,13.5,0.3333333333333333,0.0,0.0
76858,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
77829,T,21,1,2,1,0,0,0.0,0,1,1.2857142857142858,0.1875,10.285714285714285,1.2857142857142856
61411,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
64001,B,2,1,2,0,0,0,0.0,0,0,0.0,0.5,0.0,13.5
64017,B,3,1,0,1,0,0,0.0,0,1,9.0,0.3333333333333333,0.0,0.0
65056,B,13,2,4,1,0,1,1.0,0,2,4.153846153846154,0.3125,4.153846153846154,4.153846153846154
65060,B,6,1,0,0,0,0,1.0,0,0,0.0,0.0,4.5,4.5
72463,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
75149,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
76455,T,21,3,2,1,0,0,0.0,1,1,1.2857142857142858,0.17647058823529413,10.285714285714285,3.8571428571428568
60757,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
63791,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
65331,T,18,0,6,0,0,0,0.0,0,0,0.0,0.2857142857142857,4.5,0.0
71260,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
72447,B,2,1,1,1,0,0,0.0,0,2,27.0,0.5,0.0,13.5
72749,T,1,0,0,1,0,2,0.0,0,3,81.0,1.0,27.0,0.0
73801,B,16,3,2,0,1,2,1.0,1,5,8.4375,0.17647058823529413,3.375,5.0625
75342,T,2,1,2,0,0,0,0.0,0,0,0.0,1.0,27.0,13.5
76430,T,6,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,18.0,0.0
78760,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
60757,T,3,0,1,1,0,0,1.0,1,0,0.0,0.4,0.0,0.0
62966,B,0,1,0,1,0,0,0.0,0,2,0.0,1.0,0.0,0.0
63791,T,1,0,2,0,0,0,0.0,0,1,27.0,1.0,0.0,0.0
63959,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65764,T,11,4,2,1,0,1,1.0,1,3,7.363636363636364,0.3,9.818181818181818,9.818181818181818
65931,B,21,5,2,1,0,1,0.0,0,2,2.5714285714285716,0.1875,7.7142857142857135,6.428571428571428
71260,T,2,1,0,0,0,0,1.0,0,0,0.0,0.0,0.0,13.5
75867,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
78352,B,2,2,0,0,0,0,0.0,1,0,0.0,0.0,40.5,27.0
78760,T,2,1,1,0,0,0,0.0,0,1,13.5,0.5,0.0,0.0
79764,T,2,1,0,0,0,0,0.0,1,0,0.0,0.0,27.0,13.5
99737,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
61643,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
66049,B,21,3,3,0,0,0,1.0,0,0,0.0,0.16666666666666666,6.428571428571428,3.8571428571428568
77318,B,6,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,4.5
77637,T,21,2,6,2,0,0,1.0,0,2,2.5714285714285716,0.3076923076923077,2.571428571428571,1.2857142857142856
60146,T,5,1,1,0,0,0,0.0,0,0,0.0,0.2,5.4,5.4
61891,T,1,1,1,0,0,0,0.0,0,0,0.0,1.0,27.0,27.0
62146,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65856,B,24,2,3,0,0,1,0.0,0,2,2.25,0.13636363636363635,4.5,2.25
73117,T,20,2,6,0,0,0,0.0,1,1,1.3499999999999999,0.24,1.35,1.35
75250,B,2,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13.5
76650,T,1,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,27.0
76858,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
61365,T,2,0,1,1,0,0,0.0,0,0,0.0,0.6666666666666666,0.0,0.0
65546,B,18,4,4,1,0,1,0.0,0,1,1.5,0.3125,10.5,4.5
66402,T,21,2,4,1,0,1,1.0,0,2,2.5714285714285716,0.3125,10.285714285714285,2.571428571428571
70615,B,2,2,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
72535,B,1,0,0,0,0,1,0.0,0,1,27.0,0.0,0.0,0.0
72551,B,3,0,1,0,0,1,0.0,0,1,9.0,0.3333333333333333,0.0,0.0
73226,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
74630,T,1,0,1,0,0,0,0.0,0,1,27.0,1.0,27.0,0.0
77927,T,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
60339,T,3,2,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,9.0
60342,T,3,3,2,0,0,0,1.0,0,2,18.0,0.6666666666666666,18.0,27.0
61240,B,19,2,4,0,0,1,0.6666666666666666,2,2,2.8421052631578947,0.4,15.631578947368421,2.8421052631578947
66323,T,15,5,2,2,0,1,0.5,0,4,7.2,0.2857142857142857,7.2,7.2
73241,B,3,0,0,1,0,0,0.0,1,0,0.0,0.3333333333333333,0.0,0.0
74359,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
76329,B,5,2,2,1,0,0,0.0,0,2,10.799999999999999,0.5,5.4,10.8
60263,B,24,3,7,0,0,0,0.0,0,1,1.125,0.3684210526315789,7.875000000000001,2.25
60757,T,3,1,2,0,0,1,0.0,0,3,27.0,0.5,9.0,9.0
63791,T,6,0,1,0,0,0,0.0,0,0,0.0,0.16666666666666666,4.5,0.0
66741,T,1,2,0,0,0,0,0.0,0,1,27.0,0.0,0.0,54.0
74731,T,11,1,4,1,0,1,0.0,0,4,9.818181818181818,0.35714285714285715,4.909090909090909,0.0
78243,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
78760,T,0,0,0,1,0,0,0.0,0,1,0.0,1.0,0.0,0.0
79764,T,3,1,2,0,0,0,0.0,0,1,9.0,0.4,0.0,9.0
60264,B,18,2,3,1,0,0,0.0,0,1,1.5,0.23529411764705882,7.5,3.0
60636,T,0,1,1,0,0,0,0.0,0,2,0.0,1.0,0.0,0.0
62648,T,3,1,2,0,0,0,1.0,0,0,0.0,1.0,18.0,9.0
64001,B,1,0,0,0,0,0,1.0,0,0,0.0,0.0,27.0,0.0
65062,B,1,1,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,0.0
66643,T,21,1,5,2,0,0,0.0,0,1,1.2857142857142858,0.3333333333333333,6.428571428571428,0.0
75149,B,3,1,1,1,0,0,0.0,0,2,18.0,0.4,0.0,9.0
79191,B,3,1,2,0,0,0,0.0,0,1,9.0,0.6666666666666666,18.0,9.0
97336,T,3,0,1,0,0,0,1.0,0,0,0.0,0.25,0.0,0.0
99563,B,1,0,0,0,0,0,1.0,0,0,0.0,0.0,27.0,0.0
60841,B,16,5,3,2,0,1,0.0,0,3,5.0625,0.3333333333333333,6.75,8.4375
61101,T,12,2,1,0,0,1,0.0,0,1,2.25,0.14285714285714285,11.25,4.5
62463,T,12,3,1,0,0,2,0.0,0,3,6.75,0.1,4.5,6.75
71845,B,8,0,2,0,0,0,0.0,0,0,0.0,0.25,3.375,0.0
76858,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
70615,B,1,1,0,0,0,1,0.0,0,2,54.0,0.0,0.0,27.0
71801,B,2,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13.5
72535,B,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,27.0
72862,B,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
73226,B,1,1,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
75321,B,4,0,3,0,0,0,0.0,0,0,0.0,0.6,6.75,0.0
77446,T,4,0,2,0,0,0,0.0,0,0,0.0,1.0,27.0,0.0
77591,B,15,2,5,0,0,0,0.5,0,1,1.8,0.4166666666666667,14.4,3.6
77927,T,5,1,5,0,0,0,0.0,0,3,16.2,0.5555555555555556,0.0,5.4
79440,T,8,1,5,1,0,0,0.0,0,2,6.75,0.5,6.75,3.375
79791,T,6,1,1,0,0,0,1.0,0,0,0.0,0.16666666666666666,0.0,4.5
99445,T,1,1,0,0,0,1,0.0,0,2,54.0,0.0,0.0,27.0
61214,B,5,1,2,0,0,0,1.0,1,0,0.0,0.2857142857142857,0.0,5.4
63248,B,0,1,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0
65343,T,4,1,1,0,0,0,0.0,1,2,13.5,0.25,6.75,6.75
65348,T,15,0,5,1,0,2,0.0,0,5,9.0,0.42857142857142855,9.0,0.0
73241,B,6,1,1,0,0,0,0.0,0,0,0.0,0.16666666666666666,4.5,4.5
75342,T,3,2,2,0,0,0,0.0,0,2,18.0,0.4,0.0,18.0
